Line,Sample,X,Y,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC450Hz[mS/m],EC1530Hz[mS/m],EC5310Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc450Hz[1/1000],MSusc1530Hz[1/1000],MSusc5310Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,21,727438.05,4335897.09,0,0,1,333.29,235028.300,000355.0283,0.6,3.79184e+002,9.15667e+001,4.54343e+002,1.83200e+002,3.58311e+002,9.98772e+002,6.02759e+002,3.55678e+003,2.45812e+003,1.12079e+004, 7.50853e+001, 4.34276e+001, 6.51434e+001, 7.15185e+001, 7.60890e+001, 7.04514e+001,-3.75306e+000,-4.49529e+000,-3.54683e+000,-5.95935e+000,-2.40820e+001
0,22,727438.05,4335897.09,0,0,1,333.29,235128.300,000355.1283,0.6,4.44333e+002,1.70272e+002,4.91640e+002,1.86909e+002,3.84016e+002,9.79425e+002,6.21384e+002,3.50104e+003,2.47362e+003,1.11544e+004, 1.37400e+002, 4.47617e+001, 6.40830e+001, 7.04391e+001, 7.57575e+001, 6.95982e+001,-4.39647e+000,-4.86341e+000,-3.80079e+000,-6.14292e+000,-2.42320e+001
0,23,727438.05,4335897.09,0,0,1,333.29,235228.300,000355.2283,0.5,4.90769e+002,1.50220e+002,5.66803e+002,1.84775e+002,5.04039e+002,1.03601e+003,5.85928e+002,3.49071e+003,2.48838e+003,1.11520e+004, 1.23928e+002, 4.53303e+001, 6.88695e+001, 7.00477e+001, 7.57858e+001, 7.12837e+001,-4.85481e+000,-5.60485e+000,-4.98576e+000,-5.79342e+000,-2.43749e+001
0,24,727438.05,4335897.10,0,0,1,333.29,235328.300,000355.3283,0.5,4.86465e+002,8.28054e+001,5.48114e+002,2.25404e+002,5.35043e+002,1.07685e+003,5.09271e+002,3.47320e+003,2.51143e+003,1.12174e+004, 7.20099e+001, 5.43242e+001, 7.18935e+001, 6.93063e+001, 7.63208e+001, 7.23371e+001,-4.81234e+000,-5.42055e+000,-5.29162e+000,-5.03738e+000,-2.45979e+001
0,25,727438.04,4335897.10,0,0,1,333.30,235428.300,000355.4283,0.5,4.29521e+002,1.14909e+002,4.81492e+002,2.89334e+002,4.48542e+002,1.04471e+003,4.88272e+002,3.44873e+003,2.51047e+003,1.12866e+004, 9.46135e+001, 6.77344e+001, 6.89838e+001, 6.86925e+001, 7.68091e+001, 7.11797e+001,-4.25022e+000,-4.76326e+000,-4.43802e+000,-4.83017e+000,-2.45886e+001
0,26,727438.04,4335897.10,0,0,1,333.30,235528.300,000355.5283,0.5,3.76011e+002,8.05737e+001,4.26225e+002,3.32972e+002,4.59259e+002,9.93263e+002,4.96304e+002,3.43685e+003,2.47121e+003,1.12985e+004, 6.66071e+001, 7.65726e+001, 6.56243e+001, 6.84834e+001, 7.67719e+001, 6.98321e+001,-3.72171e+000,-4.21767e+000,-4.54382e+000,-4.90943e+000,-2.42087e+001
0,27,727438.04,4335897.10,0,0,1,333.30,235628.300,000355.6283,0.7,4.34820e+002,8.22313e+001,4.20457e+002,3.16534e+002,4.89397e+002,9.93070e+002,5.47603e+002,3.47456e+003,2.47890e+003,1.12879e+004, 6.97950e+001, 7.27927e+001, 6.58685e+001, 6.95222e+001, 7.67205e+001, 7.02517e+001,-4.30254e+000,-4.16072e+000,-4.84127e+000,-5.41551e+000,-2.42831e+001
0,28,727438.04,4335897.10,0,0,1,333.30,235728.300,000355.7283,0.6,4.53529e+002,1.04326e+002,4.43209e+002,3.01390e+002,4.91886e+002,9.79589e+002,6.11100e+002,3.52171e+003,2.52589e+003,1.12553e+004, 8.73806e+001, 6.97809e+001, 6.49896e+001, 7.08227e+001, 7.66346e+001, 7.03237e+001,-4.48725e+000,-4.38537e+000,-4.86584e+000,-6.04156e+000,-2.47377e+001
0,29,727438.04,4335897.10,0,0,1,333.31,235828.300,000355.8283,1.0,3.89197e+002,3.34434e+001,4.61978e+002,2.96333e+002,4.67317e+002,9.83110e+002,6.08402e+002,3.46845e+003,2.57938e+003,1.11662e+004, 3.06002e+001, 6.89381e+001, 6.50153e+001, 6.96908e+001, 7.61670e+001, 6.98232e+001,-3.85197e+000,-4.57066e+000,-4.62336e+000,-6.01497e+000,-2.52550e+001
0,30,727438.04,4335897.10,0,0,1,333.31,235928.300,000355.9283,1.6,4.02212e+002,8.71470e+001,4.38942e+002,2.90361e+002,4.40461e+002,1.00754e+003,5.49193e+002,3.42229e+003,2.58589e+003,1.12490e+004, 7.24820e+001, 6.72570e+001, 6.64342e+001, 6.84358e+001, 7.67753e+001, 7.01230e+001,-3.98053e+000,-4.34324e+000,-4.35824e+000,-5.43119e+000,-2.53179e+001
0,31,727438.04,4335897.10,0,0,1,333.31,236028.300,000356.0283,0.9,4.22572e+002,1.77077e+002,4.19766e+002,2.56049e+002,4.47748e+002,9.63785e+002,5.14168e+002,3.48152e+003,2.50341e+003,1.13586e+004, 1.41648e+002, 5.92731e+001, 6.35805e+001, 6.95043e+001, 7.72985e+001, 6.95517e+001,-4.18160e+000,-4.15389e+000,-4.43018e+000,-5.08569e+000,-2.45203e+001
0,32,727438.04,4335897.10,0,0,1,333.31,236128.300,000356.1283,0.8,4.10552e+002,8.58029e+001,4.96206e+002,2.76641e+002,4.30732e+002,8.65157e+002,5.69778e+002,3.48456e+003,2.42865e+003,1.13152e+004, 7.17304e+001, 6.51212e+001, 5.68946e+001, 6.98404e+001, 7.67586e+001, 6.69813e+001,-4.06290e+000,-4.90846e+000,-4.26218e+000,-5.63419e+000,-2.37967e+001
