Line,Sample,X,Y,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_210Hz,Q_210Hz,I_270Hz,Q_270Hz,I_330Hz,Q_330Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC210Hz[mS/m],EC270Hz[mS/m],EC330Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc210Hz[1/1000],MSusc270Hz[1/1000],MSusc330Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,47,727474.58,4335879.22,0,0,1,331.96,1537732.400,002537.7324,0.6,-6.21916e+002,4.88547e+002,-4.16181e+001,1.61952e+002,-2.51103e+002,3.81247e+002,7.35316e+002,3.19746e+003,6.39308e+003,9.63882e+003, 6.04421e+002, 1.51570e+002, 2.98062e+002, 5.20764e+001, 6.21173e+001, 5.67997e+001,-1.63328e+000,-1.09381e-001,-6.59770e-001, 1.93454e+000, 1.69457e+001
0,48,727474.52,4335879.10,0,0,1,331.99,1537832.500,002537.8325,1.7,-5.85752e+002,2.82032e+002,-7.31610e+001,4.37862e+001,-2.47768e+002,4.38824e+002,7.95537e+002,3.34371e+003,6.57080e+003,9.45203e+003, 3.43854e+002, 4.00300e+001, 3.44367e+002, 5.47798e+001, 6.14223e+001, 5.79045e+001,-1.53838e+000,-1.92275e-001,-6.51011e-001, 2.09314e+000, 1.74208e+001
0,49,727474.45,4335878.99,0,0,1,332.02,1537932.500,002537.9325,3.3,-4.45061e+002,-7.67365e+002,2.61490e+001,-4.06776e+002,3.02945e+001,-1.77856e+002,8.36348e+002,3.36769e+003,6.64323e+003,9.37848e+003, 3.41906e-001, 2.64757e-001, 2.16620e-001, 5.53425e+001, 6.11512e+001, 5.80749e+001,-1.16910e+000, 6.87312e-002, 7.96279e-002, 2.20064e+000, 1.76146e+001
0,50,727474.37,4335878.88,0,0,1,332.04,1538032.500,002538.0325,1.8,-4.74716e+001,-1.87691e+003,1.91538e+002,-1.33058e+003,4.52693e+002,-7.88630e+002,8.07007e+002,3.22934e+003,6.48392e+003,9.39191e+003, 3.40560e-001, 8.49745e-001, 4.03351e+000, 5.28811e+001, 6.08163e+001, 5.66138e+001,-1.24764e-001, 5.03557e-001, 1.19055e+000, 2.12335e+000, 1.71885e+001
0,51,727474.27,4335878.77,0,0,1,332.05,1538132.500,002538.1325,3.3,-3.54329e+002,-3.42666e+002,1.95840e+002,-1.25595e+002,3.00101e+002,1.39969e+002,6.26631e+002,3.02507e+003,6.60286e+003,9.47141e+003, 3.41788e-001, 9.33970e-001, 1.19396e+002, 4.87746e+001, 6.16558e+001, 5.48340e+001,-9.30869e-001, 5.14870e-001, 7.89084e-001, 1.64837e+000, 1.75066e+001
0,52,727474.18,4335878.66,0,0,1,332.05,1538232.500,002538.2325,1.7,-1.11034e+003,2.66498e+003,-3.02728e+002,2.08103e+003,-3.05168e+002,1.55207e+003,5.11599e+002,3.02264e+003,6.79278e+003,9.54637e+003, 3.54978e+003, 2.12586e+003, 1.27773e+003, 4.83270e+001, 6.26535e+001, 5.50663e+001,-2.91412e+000,-7.95361e-001,-8.01769e-001, 1.34557e+000, 1.80147e+001
0,53,727474.08,4335878.55,0,0,1,332.05,1538332.400,002538.3324,0.9,-8.00796e+002,2.28776e+003,-5.41837e+002,1.54916e+003,-3.71905e+002,1.48066e+003,5.74226e+002,3.21790e+003,6.77850e+003,9.58850e+003, 3.02022e+003, 1.55827e+003, 1.21599e+003, 5.18314e+001, 6.28680e+001, 5.70231e+001,-2.10256e+000,-1.42313e+000,-9.77021e-001, 1.51041e+000, 1.79764e+001
0,54,727473.98,4335878.44,0,0,1,332.05,1538432.500,002538.4325,0.7,-2.65058e+002,8.05980e+002,-2.66097e+002,2.96509e+002,-1.99217e+002,9.29020e+002,6.44272e+002,3.24675e+003,6.81112e+003,9.70144e+003, 1.01374e+003, 2.81661e+002, 7.47697e+002, 5.25733e+001, 6.36520e+001, 5.77848e+001,-6.96424e-001,-6.99153e-001,-5.23476e-001, 1.69481e+000, 1.80637e+001
0,55,727473.88,4335878.32,0,0,1,332.06,1538532.500,002538.5325,1.0,-6.84056e+001,-4.11546e+001,1.38148e+002,-1.64861e+002,1.44331e+002,4.04211e+002,7.47809e+002,3.14755e+003,6.80308e+003,9.69898e+003, 3.40668e-001, 4.95283e-001, 3.26071e+002, 5.12697e+001, 6.35973e+001, 5.70687e+001,-1.79778e-001, 3.63168e-001, 3.79425e-001, 1.96744e+000, 1.80422e+001
0,56,727473.78,4335878.21,0,0,1,332.06,1538632.500,002538.6325,2.2,-1.75674e+002,-3.45735e+002,3.01188e+002,-2.98473e+002,3.62885e+002,6.08040e+001,6.64815e+002,3.10619e+003,6.75641e+003,9.70129e+003, 3.41150e-001, 2.27356e+000, 5.61873e+001, 5.02729e+001, 6.34984e+001, 5.64942e+001,-4.61627e-001, 7.91943e-001, 9.54246e-001, 1.74890e+000, 1.79173e+001
