Line,Sample,X,Y,Mark,Status,GPSStat,GPSalt,Time[ms],Time[hhmmss.sss],PowerLn,I_210Hz,Q_210Hz,I_270Hz,Q_270Hz,I_330Hz,Q_330Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,QSum
 0,   8,   727419.46,  4335848.01,   0,0,1,  329.35, 1744775.000,002904.7750,    1.4,-4.54892e+002, 1.82564e+003,-1.15266e+002, 1.04259e+003,-2.63677e+001, 9.69451e+002, 8.12195e+002, 3.41874e+003, 6.94757e+003, 1.07607e+004, 1.80172e+004
 0,   9,   727419.56,  4335848.01,   0,0,1,  329.36, 1744875.000,002904.8750,    5.1,-9.06945e+001, 2.36290e+002, 3.48438e+002, 1.71225e+002, 3.57226e+002, 2.70774e+002, 7.73994e+002, 3.46309e+003, 7.16931e+003, 1.06356e+004, 1.47769e+004
 0,  10,   727419.66,  4335848.00,   0,0,1,  329.38, 1744975.000,002904.9750,    3.0, 4.96033e+002,-2.21977e+003, 9.16233e+002,-1.37789e+003, 1.33893e+003,-8.61323e+002, 7.62707e+002, 3.45886e+003, 7.50957e+003, 1.08425e+004, 9.84232e+003
 0,  11,   727419.78,  4335848.02,   0,0,1,  329.40, 1745075.000,002905.0750,    1.8, 6.08341e+002,-2.57103e+003, 1.10931e+003,-1.77977e+003, 1.36172e+003,-1.17405e+003, 7.71861e+002, 3.28834e+003, 7.49820e+003, 1.10898e+004, 8.85330e+003
 0,  12,   727419.91,  4335848.05,   0,0,1,  329.43, 1745175.000,002905.1750,    2.2, 2.21243e+002, 8.04599e+002, 4.86855e+002, 2.25616e+002, 4.32697e+002, 4.14789e+002, 7.76897e+002, 3.28592e+003, 7.16247e+003, 1.10754e+004, 1.58063e+004
 0,  13,   727420.04,  4335848.09,   0,0,1,  329.47, 1745275.000,002905.2750,    1.7,-4.76162e+002, 2.27717e+003,-9.39226e+001, 1.52563e+003, 1.39147e+002, 1.20988e+003, 8.81627e+002, 3.41538e+003, 6.91951e+003, 1.10041e+004, 1.94321e+004
 0,  14,   727420.18,  4335848.12,   0,0,1,  329.50, 1745375.000,002905.3750,    1.9,-4.76726e+002, 1.91188e+003,-1.85726e+002, 1.73521e+003, 1.05296e+002, 1.27576e+003, 8.95315e+002, 3.38188e+003, 7.00959e+003, 1.08407e+004, 1.91454e+004
 0,  15,   727420.31,  4335848.15,   0,0,1,  329.53, 1745475.000,002905.4750,    1.3,-5.01915e+002, 1.84229e+003,-2.19058e+002, 1.60094e+003, 9.08284e+001, 1.45059e+003, 9.52523e+002, 3.31624e+003, 7.14362e+003, 1.06430e+004, 1.88531e+004
 0,  16,   727420.44,  4335848.19,   0,0,1,  329.56, 1745575.000,002905.5750,    5.1,-5.30812e+002, 1.48730e+003, 1.21576e+002, 9.31536e+002, 2.30012e+002, 1.01629e+003, 8.94742e+002, 3.45264e+003, 7.21749e+003, 1.08005e+004, 1.76883e+004
 0,  17,   727420.57,  4335848.22,   0,0,1,  329.59, 1745675.000,002905.6750,    3.5, 5.99260e+002,-1.51772e+003, 8.62969e+002,-1.01907e+003, 9.07701e+002,-7.19167e+002, 7.70085e+002, 3.58909e+003, 7.17962e+003, 1.09562e+004, 1.12893e+004
 0,  18,   727420.70,  4335848.25,   0,0,1,  329.62, 1745775.000,002905.7750,    0.9, 1.25967e+003,-2.45071e+003, 1.09746e+003,-1.54462e+003, 1.19540e+003,-1.51418e+003, 7.67564e+002, 3.51278e+003, 7.12243e+003, 1.09835e+004, 8.98675e+003
 0,  19,   727420.83,  4335848.28,   0,0,1,  329.65, 1745875.000,002905.8750,    1.1, 3.97104e+002, 7.83271e+001, 5.09252e+002, 2.09416e+002, 6.60780e+002, 1.11873e+002, 7.15502e+002, 3.31649e+003, 7.16317e+003, 1.11444e+004, 1.48605e+004
 0,  20,   727420.96,  4335848.32,   0,0,1,  329.68, 1745975.000,002905.9750,    1.8,-1.46488e+002, 1.40327e+003,-5.21306e+001, 1.40189e+003, 2.82774e+002, 1.09980e+003, 7.52895e+002, 3.38774e+003, 7.13366e+003, 1.11008e+004, 1.83935e+004
 0,  21,   727421.08,  4335848.29,   0,0,1,  329.72, 1746075.000,002906.0750,    1.6,-2.72328e+002, 2.22707e+003,-1.37125e+002, 1.65150e+003, 5.56570e+000, 1.31787e+003, 7.71896e+002, 3.44483e+003, 7.12338e+003, 1.09935e+004, 1.96347e+004
 0,  22,   727421.21,  4335848.23,   0,0,1,  329.75, 1746175.000,002906.1750,    6.8,-2.16984e+002, 1.95512e+003, 3.22457e+002, 1.35140e+003, 1.58328e+002, 1.07157e+003, 7.56242e+002, 3.36052e+003, 6.97525e+003, 1.08460e+004, 1.85847e+004
 0,  23,   727421.34,  4335848.18,   0,0,1,  329.78, 1746275.000,002906.2750,    4.3, 6.90706e+002,-1.97348e+003, 1.01133e+003,-1.55885e+003, 1.12074e+003,-9.69265e+002, 7.84276e+002, 3.33882e+003, 7.07483e+003, 1.07492e+004, 9.58647e+003
 0,  24,   727421.47,  4335848.12,   0,0,1,  329.81, 1746375.000,002906.3750,    1.2, 1.17778e+003,-3.84164e+003, 1.17983e+003,-2.68467e+003, 1.33390e+003,-1.73447e+003, 9.25900e+002, 3.33572e+003, 7.27277e+003, 1.08143e+004, 5.88924e+003
 0,  25,   727421.60,  4335848.07,   0,0,1,  329.85, 1746475.000,002906.4750,    1.5, 5.70238e+002,-9.61336e+002, 6.01603e+002,-4.06104e+002, 7.94184e+002, 7.16038e+001, 1.00193e+003, 3.40223e+003, 7.24900e+003, 1.09942e+004, 1.31006e+004
 0,  26,   727421.73,  4335848.01,   0,0,1,  329.88, 1746575.000,002906.5750,    1.4,-7.71462e+001, 1.07482e+003, 1.84093e+002, 1.09459e+003, 1.69023e+002, 1.05430e+003, 9.05348e+002, 3.45096e+003, 7.14954e+003, 1.09949e+004, 1.76696e+004
 0,  27,   727421.86,  4335847.96,   0,0,1,  329.91, 1746675.000,002906.6750,    2.4,-3.64779e+002, 1.86955e+003, 8.07426e+001, 1.31106e+003,-7.85418e+001, 1.08951e+003, 8.21777e+002, 3.37610e+003, 7.04606e+003, 1.08108e+004, 1.84570e+004
 0,  28,   727421.99,  4335847.91,   0,0,1,  329.94, 1746775.000,002906.7750,    2.0,-5.06657e+002, 2.61357e+003, 1.01884e+001, 1.58243e+003,-5.29427e+001, 1.25169e+003, 9.03162e+002, 3.27893e+003, 6.83775e+003, 1.07493e+004, 1.94759e+004
 0,  29,   727422.12,  4335847.85,   0,0,1,  329.98, 1746875.000,002906.8750,    2.2,-4.12094e+002, 2.39244e+003,-7.19895e+001, 1.80720e+003, 9.09823e+000, 1.18478e+003, 1.00088e+003, 3.36742e+003, 6.82233e+003, 1.06414e+004, 1.93933e+004
 0,  30,   727422.25,  4335847.80,   0,0,1,  330.01, 1746975.000,002906.9750,    3.8, 4.72042e+000,-2.36178e+001, 3.74836e+002, 1.96028e+002, 5.02393e+002,-7.59929e+001, 8.52642e+002, 3.37303e+003, 6.97774e+003, 1.05440e+004, 1.40134e+004
 0,  31,   727422.40,  4335847.77,   0,0,1,  330.03, 1747075.000,002907.0750,    3.6, 6.63301e+002,-2.20646e+003, 9.77418e+002,-1.59412e+003, 1.01619e+003,-1.19745e+003, 7.85702e+002, 3.35514e+003, 7.19867e+003, 1.06598e+004, 9.01688e+003
 0,  32,   727422.57,  4335847.75,   0,0,1,  330.04, 1747175.000,002907.1750,    1.5, 1.14360e+003,-2.38893e+003, 1.28165e+003,-1.87968e+003, 1.10988e+003,-1.33823e+003, 8.74818e+002, 3.32847e+003, 7.26635e+003, 1.05626e+004, 8.28425e+003
 0,  33,   727422.74,  4335847.73,   0,0,1,  330.05, 1747275.000,002907.2750,    1.6, 7.92376e+002,-8.15895e+002, 1.10575e+003,-4.52498e+002, 8.49563e+002,-6.63830e+002, 9.18601e+002, 3.27965e+003, 7.17075e+003, 1.02715e+004, 1.16189e+004
 0,  34,   727422.90,  4335847.71,   0,0,1,  330.06, 1747375.000,002907.3750,    1.0, 3.07106e+002, 9.78511e+002, 5.35131e+002, 1.07866e+003, 4.23847e+002, 4.07488e+002, 8.72209e+002, 3.17171e+003, 7.10011e+003, 1.02504e+004, 1.58868e+004
 0,  35,   727423.07,  4335847.68,   0,0,1,  330.07, 1747475.000,002907.4750,    1.5, 1.40414e+002, 1.50890e+003, 3.22450e+002, 1.53422e+003, 2.76282e+002, 1.05813e+003, 8.87148e+002, 3.18773e+003, 7.00371e+003, 1.03605e+004, 1.76495e+004
 0,  36,   727423.23,  4335847.66,   0,0,1,  330.09, 1747575.000,002907.5750,    1.0,-3.03527e+001, 1.50707e+003, 1.10547e+002, 1.39634e+003, 3.98539e+002, 1.17575e+003, 8.66741e+002, 3.28203e+003, 6.96373e+003, 1.04458e+004, 1.78070e+004
 0,  37,   727423.40,  4335847.64,   0,0,1,  330.10, 1747675.000,002907.6750,    0.7,-2.27958e+002, 1.51204e+003,-2.98556e+001, 1.11165e+003, 2.16816e+002, 1.10172e+003, 8.15587e+002, 3.29223e+003, 6.97195e+003, 1.04775e+004, 1.74952e+004
 0,  38,   727423.57,  4335847.62,   0,0,1,  330.11, 1747775.000,002907.7750,    1.6,-4.57920e+002, 9.86426e+002,-5.52846e+000, 7.56040e+002,-1.91095e+002, 8.84841e+002, 9.50944e+002, 3.32843e+003, 6.97014e+003, 1.04609e+004, 1.64166e+004
