Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_63030Hz,Q_63030Hz,I_69510Hz,Q_69510Hz,I_76590Hz,Q_76590Hz,I_84450Hz,Q_84450Hz,I_93090Hz,Q_93090Hz,QSum
 0,   0,        0.00,        0.00,   0,0, 37961636.600,103241.6366,  106.0, 1.39029e+003, 6.89389e+003, 2.64576e+003, 8.93442e+003, 4.61637e+003, 7.99054e+003, 6.10630e+003, 9.20804e+003, 5.58229e+003, 1.68758e+004, 4.99027e+004
 0,   1,       -0.59,        0.00,   0,0, 37961736.600,103241.7366,  105.7, 4.05045e+003, 8.96547e+003, 2.83137e+003, 9.13110e+003, 4.68506e+003, 7.92004e+003, 6.34356e+003, 9.51196e+003, 5.75460e+003, 1.69097e+004, 5.24382e+004
 0,   2,       -1.18,        0.00,   0,0, 37961836.600,103241.8366,  105.1, 4.92391e+003, 1.22005e+004, 2.98012e+003, 9.44362e+003, 5.06751e+003, 7.74424e+003, 6.48467e+003, 9.57735e+003, 6.05644e+003, 1.69591e+004, 5.59248e+004
 0,   3,       -1.76,        0.00,   0,0, 37961936.600,103241.9366,  103.3, 4.21112e+003, 1.51888e+004, 3.17353e+003, 9.31477e+003, 5.69848e+003, 7.46101e+003, 6.77454e+003, 9.31213e+003, 6.64985e+003, 1.68653e+004, 5.81419e+004
 0,   4,       -2.35,        0.00,   0,0, 37962036.600,103242.0366,  105.6, 2.97300e+003, 1.68426e+004, 3.63733e+003, 9.46820e+003, 6.21004e+003, 7.53776e+003, 7.42572e+003, 8.93271e+003, 7.57399e+003, 1.69080e+004, 5.96893e+004
 0,   5,       -2.94,        0.00,   0,0, 37962136.600,103242.1366,  108.2, 1.30285e+003, 1.72955e+004, 4.19456e+003, 9.38842e+003, 6.97444e+003, 7.89156e+003, 8.27225e+003, 8.82433e+003, 8.33681e+003, 1.70331e+004, 6.04329e+004
 0,   6,       -3.53,        0.00,   0,0, 37962236.600,103242.2366,  109.9,-1.13048e+003, 1.64121e+004, 4.69152e+003, 9.38307e+003, 7.36157e+003, 8.10327e+003, 8.54246e+003, 8.89801e+003, 8.33675e+003, 1.71369e+004, 5.99334e+004
 0,   7,       -4.12,        0.00,   0,0, 37962336.600,103242.3366,  110.8,-2.97149e+003, 1.44490e+004, 5.12187e+003, 9.62419e+003, 7.45347e+003, 8.14850e+003, 8.66539e+003, 9.23008e+003, 8.13793e+003, 1.70885e+004, 5.85403e+004
 0,   8,       -4.71,        0.00,   0,0, 37962436.600,103242.4366,  110.3,-3.87329e+003, 1.20667e+004, 5.17713e+003, 9.65056e+003, 7.15309e+003, 8.15480e+003, 8.48603e+003, 9.43699e+003, 7.98265e+003, 1.70202e+004, 5.63292e+004
 0,   9,       -5.29,        0.00,   0,0, 37962536.600,103242.5366,  111.3,-4.88880e+003, 9.10512e+003, 3.25043e+003, 9.31728e+003, 5.60528e+003, 8.30046e+003, 6.75484e+003, 9.30159e+003, 6.39129e+003, 1.68908e+004, 5.29153e+004
 0,  10,       -5.88,        0.00,   0,0, 37962636.600,103242.6366,  112.5,-5.76167e+003, 6.33903e+003,-1.92537e+001, 9.41184e+003, 2.71977e+003, 8.14251e+003, 3.92518e+003, 8.93258e+003, 3.65069e+003, 1.68772e+004, 4.97031e+004
 0,  11,       -6.47,        0.00,   0,0, 37962736.600,103242.7366,  112.9,-5.27877e+003, 4.83137e+003,-2.01274e+003, 9.59833e+003, 3.73473e+002, 7.74733e+003, 1.64502e+003, 8.91259e+003, 1.58124e+003, 1.68965e+004, 4.79861e+004
 0,  12,       -7.06,        0.00,   0,0, 37962836.600,103242.8366,  110.5,-3.80534e+003, 4.56291e+003,-3.01237e+003, 9.05859e+003,-4.41546e+002, 7.45923e+003, 7.53676e+002, 8.96995e+003, 6.37173e+002, 1.68447e+004, 4.68954e+004
 0,  13,       -7.65,        0.00,   0,0, 37962936.600,103242.9366,  110.6,-3.13270e+003, 4.53030e+003,-2.79205e+003, 8.91898e+003,-2.94469e+002, 7.22607e+003, 5.39236e+002, 8.85423e+003, 5.28477e+002, 1.67452e+004, 4.62747e+004
 0,  14,       -8.24,        0.00,   0,0, 37963036.600,103243.0366,  113.9,-3.20497e+003, 3.98842e+003,-2.94940e+003, 9.08773e+003,-1.14984e+002, 7.48360e+003, 7.63482e+002, 8.92269e+003, 6.45631e+002, 1.67900e+004, 4.62724e+004
 0,  15,       -8.82,        0.00,   0,0, 37963136.600,103243.1366,  112.9,-3.16578e+003, 3.53769e+003,-3.38029e+003, 8.96390e+003,-5.44705e+001, 7.83897e+003, 9.67606e+002, 9.02487e+003, 7.25163e+002, 1.69459e+004, 4.63113e+004
 0,  16,       -9.41,        0.00,   0,0, 37963236.600,103243.2366,  110.2,-3.26960e+003, 3.73636e+003,-2.78830e+003, 8.84154e+003, 2.96956e+001, 7.48914e+003, 8.61762e+002, 9.14936e+003, 6.13583e+002, 1.69577e+004, 4.61741e+004
 0,  17,      -10.00,        0.00,   0,0, 37963336.600,103243.3366,  109.3,-3.35689e+003, 4.00237e+003,-2.43570e+003, 8.73162e+003,-2.52469e+002, 7.20397e+003, 8.24309e+002, 9.08720e+003, 5.39658e+002, 1.68032e+004, 4.58284e+004
 0,  18,      -10.59,        0.00,   0,0, 37963436.600,103243.4366,  108.7,-3.75112e+003, 3.87269e+003,-2.31968e+003, 9.29379e+003,-5.71944e+002, 7.49269e+003, 9.14490e+002, 8.97142e+003, 5.42786e+002, 1.66782e+004, 4.63088e+004
 0,  19,      -11.18,        0.00,   0,0, 37963536.600,103243.5366,  115.4,-4.21769e+003, 3.90473e+003,-2.72088e+003, 9.47773e+003,-4.02697e+002, 7.66753e+003, 6.48230e+002, 8.79464e+003, 4.07113e+002, 1.67078e+004, 4.65524e+004
 0,  20,      -11.76,        0.00,   0,0, 37963636.600,103243.6366,  114.3,-4.56190e+003, 3.92137e+003,-2.80107e+003, 8.96495e+003,-4.13039e+002, 7.77007e+003, 5.45433e+002, 8.86938e+003, 4.09866e+002, 1.68126e+004, 4.63384e+004
 0,  21,      -12.35,        0.00,   0,0, 37963736.600,103243.7366,  112.3,-4.43600e+003, 3.88717e+003,-2.37587e+003, 8.95039e+003,-4.96204e+002, 7.48924e+003, 8.08163e+002, 8.87286e+003, 5.25825e+002, 1.67961e+004, 4.59958e+004
 0,  22,      -12.94,        0.00,   0,0, 37963836.600,103243.8366,  113.4,-4.41623e+003, 3.80221e+003,-2.07572e+003, 9.05457e+003,-5.39222e+002, 7.22647e+003, 7.62479e+002, 8.61203e+003, 5.28878e+002, 1.67881e+004, 4.54834e+004
 0,  23,      -13.53,        0.00,   0,0, 37963936.600,103243.9366,  116.3,-4.70966e+003, 3.69690e+003,-2.81006e+003, 9.03089e+003,-8.95277e+002, 7.10736e+003, 4.05568e+002, 8.52658e+003, 1.69058e+002, 1.67923e+004, 4.51540e+004
 0,  24,      -14.12,        0.00,   0,0, 37964036.600,103244.0366,  120.0,-5.13632e+003, 3.35814e+003,-3.92019e+003, 8.65959e+003,-1.89528e+003, 7.06597e+003,-1.82726e+002, 8.72337e+003,-7.12904e+002, 1.66812e+004, 4.44883e+004
 0,  25,      -14.71,        0.00,   0,0, 37964136.600,103244.1366,  117.3,-5.82754e+003, 3.03962e+003,-5.04484e+003, 8.31286e+003,-2.54791e+003, 7.24437e+003,-1.16904e+003, 9.01569e+003,-1.57154e+003, 1.65062e+004, 4.41187e+004
 0,  26,      -15.29,        0.00,   0,0, 37964236.600,103244.2366,  117.6,-6.31245e+003, 3.19771e+003,-4.95695e+003, 8.90983e+003,-2.27410e+003, 7.40300e+003,-1.25748e+003, 9.16302e+003,-1.78031e+003, 1.69084e+004, 4.55819e+004
 0,  27,      -15.88,        0.00,   0,0, 37964336.600,103244.3366,  115.0,-5.30149e+003, 3.33527e+003,-3.42723e+003, 9.47750e+003,-1.15122e+003, 7.75163e+003,-3.50059e+001, 9.65669e+003,-5.06843e+002, 1.78669e+004, 4.80880e+004
 0,  28,      -16.47,        0.00,   0,0, 37964436.600,103244.4366,  117.4,-3.36981e+003, 3.58544e+003,-1.73491e+003, 9.99050e+003, 1.44711e+002, 8.32913e+003, 1.58890e+003, 1.04962e+004, 1.35308e+003, 1.88189e+004, 5.12202e+004
 0,  29,      -17.06,        0.00,   0,0, 37964536.600,103244.5366,  116.7,-1.94027e+003, 3.93002e+003,-4.58529e+002, 1.07811e+004, 1.56490e+003, 9.17606e+003, 3.17396e+003, 1.13329e+004, 2.87279e+003, 1.96000e+004, 5.48201e+004
 0,  30,      -17.65,        0.00,   0,0, 37964636.600,103244.6366,  114.7,-4.47740e+002, 4.31338e+003, 7.51627e+002, 1.12906e+004, 2.84798e+003, 1.00312e+004, 4.44518e+003, 1.21187e+004, 4.00388e+003, 2.00845e+004, 5.78383e+004
 0,  31,      -18.24,        0.00,   0,0, 37964736.600,103244.7366,  113.8, 1.40254e+003, 4.90212e+003, 1.84123e+003, 1.17040e+004, 4.01417e+003, 1.04766e+004, 5.35356e+003, 1.26487e+004, 5.15590e+003, 2.07006e+004, 6.04320e+004
 0,  32,      -18.82,        0.00,   0,0, 37964836.600,103244.8366,  112.6, 2.59088e+003, 5.29045e+003, 2.48813e+003, 1.22449e+004, 5.44888e+003, 1.08609e+004, 6.46503e+003, 1.29948e+004, 6.28428e+003, 2.14531e+004, 6.28442e+004
 0,  33,      -19.41,        0.00,   0,0, 37964936.600,103244.9366,  113.8, 3.60077e+003, 5.66128e+003, 4.07842e+003, 1.24117e+004, 6.98230e+003, 1.13154e+004, 8.07066e+003, 1.34539e+004, 8.10133e+003, 2.20286e+004, 6.48709e+004
 0,  34,      -20.00,        0.00,   0,0, 37965036.600,103245.0366,  103.3, 5.66967e+003, 6.42022e+003, 6.38184e+003, 1.26387e+004, 8.80060e+003, 1.18185e+004, 1.00979e+004, 1.38306e+004, 1.03457e+004, 2.22132e+004, 6.69212e+004
 0,  35,      -20.59,        0.00,   0,0, 37965136.600,103245.1366,   91.7, 7.97727e+003, 7.41432e+003, 8.28947e+003, 1.29340e+004, 1.04852e+004, 1.22766e+004, 1.20331e+004, 1.39450e+004, 1.21239e+004, 2.21861e+004, 6.87560e+004
 0,  36,      -21.18,        0.00,   0,0, 37965236.600,103245.2366,   85.8, 9.03713e+003, 7.99272e+003, 9.14044e+003, 1.31000e+004, 1.17140e+004, 1.25197e+004, 1.32468e+004, 1.39980e+004, 1.31903e+004, 2.22499e+004, 6.98603e+004
