Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_63030Hz,Q_63030Hz,I_69510Hz,Q_69510Hz,I_76590Hz,Q_76590Hz,I_84450Hz,Q_84450Hz,I_93090Hz,Q_93090Hz,QSum
 0,   0,        0.00,        0.00,   0,0, 37760795.000,102920.7950,   63.2, 2.13325e+004, 1.94027e+004, 2.48035e+004, 1.72087e+004, 2.76960e+004, 1.55148e+004, 2.92727e+004, 1.66857e+004, 2.96164e+004, 2.50098e+004, 9.38217e+004
 0,   1,       -0.15,        0.00,   0,0, 37760895.000,102920.8950,   63.6, 2.14467e+004, 1.91509e+004, 2.46748e+004, 1.71090e+004, 2.77908e+004, 1.54938e+004, 2.94351e+004, 1.65581e+004, 2.94736e+004, 2.47164e+004, 9.30282e+004
 0,   2,       -0.31,        0.00,   0,0, 37760995.000,102920.9950,   60.9, 2.17161e+004, 1.89496e+004, 2.44894e+004, 1.68664e+004, 2.76738e+004, 1.55950e+004, 2.97312e+004, 1.65924e+004, 2.94781e+004, 2.45030e+004, 9.25065e+004
 0,   3,       -0.46,        0.00,   0,0, 37761095.000,102921.0950,   60.5, 2.16391e+004, 1.87468e+004, 2.44088e+004, 1.67085e+004, 2.73384e+004, 1.54944e+004, 2.96587e+004, 1.66664e+004, 2.96340e+004, 2.48216e+004, 9.24376e+004
 0,   4,       -0.62,        0.00,   0,0, 37761195.000,102921.1950,   62.5, 2.13944e+004, 1.84607e+004, 2.42727e+004, 1.66792e+004, 2.70026e+004, 1.52578e+004, 2.92066e+004, 1.66360e+004, 2.96432e+004, 2.46820e+004, 9.17157e+004
 0,   5,       -0.77,        0.00,   0,0, 37761295.000,102921.2950,   62.8, 2.10136e+004, 1.84814e+004, 2.41583e+004, 1.64732e+004, 2.68750e+004, 1.50938e+004, 2.85675e+004, 1.63116e+004, 2.94227e+004, 2.42430e+004, 9.06030e+004
 0,   6,       -0.93,        0.00,   0,0, 37761395.000,102921.3950,   63.9, 2.07403e+004, 1.83170e+004, 2.41053e+004, 1.60191e+004, 2.69721e+004, 1.49458e+004, 2.85944e+004, 1.61936e+004, 2.91295e+004, 2.41082e+004, 8.95837e+004
 0,   7,       -1.08,        0.00,   0,0, 37761495.000,102921.4950,   61.8, 2.11529e+004, 1.82610e+004, 2.41916e+004, 1.59567e+004, 2.70968e+004, 1.48285e+004, 2.89602e+004, 1.61985e+004, 2.92197e+004, 2.42065e+004, 8.94513e+004
 0,   8,       -1.24,        0.00,   0,0, 37761595.000,102921.5950,   58.2, 2.13768e+004, 1.85759e+004, 2.43251e+004, 1.60385e+004, 2.70811e+004, 1.47054e+004, 2.93384e+004, 1.61583e+004, 2.92201e+004, 2.40045e+004, 8.94826e+004
 0,   9,       -1.39,        0.00,   0,0, 37761695.000,102921.6950,   61.4, 2.10632e+004, 1.87694e+004, 2.43493e+004, 1.60813e+004, 2.70866e+004, 1.48325e+004, 2.92095e+004, 1.61453e+004, 2.92124e+004, 2.34864e+004, 8.93149e+004
