Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,EC450Hz[mS/m],EC1530Hz[mS/m],EC5310Hz[mS/m],EC18330Hz[mS/m],EC63030Hz[mS/m],TotalEC[mS/m],MSusc450Hz[1/1000],MSusc1530Hz[1/1000],MSusc5310Hz[1/1000],MSusc18330Hz[1/1000],MSusc63030Hz[1/1000]
0,13,1.09,0.00,0,0,47835587.800,131715.5878,59.9,-2.81158e+002,1.02194e+003,-1.77811e+002,1.58535e+003,1.59230e+003,4.30552e+003,5.23113e+003,1.37574e+004,2.20866e+004,2.51293e+004, 7.42202e+002, 3.45347e+002, 3.17503e+002, 3.53843e+002, 3.03798e+002, 3.25472e+002, 2.78615e+000, 1.76113e+000,-1.56339e+001,-5.04600e+001,-1.97032e+002
0,14,1.17,0.00,0,0,47835687.800,131715.6878,59.8,-2.88646e+002,1.12038e+003,-6.36828e+001,1.90268e+003,4.43932e+001,4.96292e+003,5.70651e+003,1.37773e+004,2.19879e+004,2.52015e+004, 8.16777e+002, 4.17897e+002, 3.35130e+002, 3.60905e+002, 3.03644e+002, 3.34407e+002, 2.86046e+000, 6.30389e-001,-4.39209e-001,-5.49197e+001,-1.96238e+002
0,15,1.26,0.00,0,0,47835787.800,131715.7878,59.7,-2.79315e+002,1.03940e+003,5.27383e+002,2.17742e+003,7.73226e+002,4.84163e+003,6.42102e+003,1.37731e+004,2.19175e+004,2.51481e+004, 7.55399e+002, 5.05352e+002, 3.40960e+002, 3.70746e+002, 3.02487e+002, 3.39513e+002, 2.76786e+000,-5.20528e+000,-7.62251e+000,-6.15844e+001,-1.95671e+002
0,16,1.34,0.00,0,0,47835887.800,131715.8878,59.2,-1.38137e+002,1.01702e+003,5.27839e+002,1.68246e+003,2.71172e+003,4.10850e+003,6.90614e+003,1.38181e+004,2.22523e+004,2.51752e+004, 7.38501e+002, 3.87686e+002, 3.25470e+002, 3.78874e+002, 3.05732e+002, 3.37298e+002, 1.36791e+000,-5.20977e+000,-2.64793e+001,-6.60835e+001,-1.98364e+002
0,17,1.42,0.00,0,0,47835987.800,131715.9878,58.8,-5.96098e+001,9.72179e+002,4.79983e+002,1.03219e+003,2.67902e+003,4.15515e+003,7.23444e+003,1.40813e+004,2.26463e+004,2.50840e+004, 7.03597e+002, 2.34602e+002, 3.28414e+002, 3.90844e+002, 3.08339e+002, 3.43120e+002, 5.90059e-001,-4.73855e+000,-2.61642e+001,-6.91163e+001,-2.01522e+002
0,18,1.51,0.00,0,0,47836087.800,131716.0878,58.8,-2.07982e+002,9.24736e+002,5.78244e+002,1.83395e+003,1.05171e+002,4.18880e+003,7.20378e+003,1.41259e+004,2.26492e+004,2.49420e+004, 6.68981e+002, 4.25596e+002, 2.80486e+002, 3.91627e+002, 3.06939e+002, 3.24881e+002, 2.06026e+000,-5.70585e+000,-1.04021e+000,-6.88335e+001,-2.01545e+002
0,19,1.59,0.00,0,0,47836187.800,131716.1878,58.9,-2.58883e+002,1.06398e+003,4.37256e+002,2.28629e+003,3.00529e+002,4.76643e+003,6.65764e+003,1.37109e+004,2.26415e+004,2.48422e+004, 7.74001e+002, 5.27449e+002, 3.25922e+002, 3.72380e+002, 3.05870e+002, 3.35368e+002, 2.56513e+000,-4.31764e+000,-2.96955e+000,-6.37814e+001,-2.01483e+002
0,20,1.67,0.00,0,0,47836287.800,131716.2878,59.2,-2.44898e+002,1.01574e+003,4.41166e+002,1.84914e+003,2.93863e+003,4.91017e+003,6.21312e+003,1.40316e+004,2.25537e+004,2.46458e+004, 7.37522e+002, 4.23615e+002, 3.93550e+002, 3.75008e+002, 3.03119e+002, 3.60950e+002, 2.42639e+000,-4.35617e+000,-2.86632e+001,-5.96499e+001,-2.00781e+002
0,21,1.76,0.00,0,0,47836387.800,131716.3878,59.5,-1.91945e+002,9.75411e+002,4.34001e+002,2.21668e+003,2.37120e+003,5.84047e+003,6.08036e+003,1.36992e+004,2.22562e+004,2.47535e+004, 7.07107e+002, 5.10579e+002, 4.53653e+002, 3.63925e+002, 3.01550e+002, 3.79516e+002, 1.90125e+000,-4.28557e+000,-2.31927e+001,-5.84125e+001,-1.98395e+002
0,22,1.84,0.00,0,0,47836487.800,131716.4878,59.4,-1.21384e+002,1.19808e+003,5.21177e+002,2.49038e+003,9.03404e+002,5.31501e+003,6.49442e+003,1.29799e+004,2.18522e+004,2.48911e+004, 8.76078e+002, 5.80498e+002, 3.78966e+002, 3.50111e+002, 2.99346e+002, 3.46132e+002, 1.20191e+000,-5.14418e+000,-8.90010e+000,-6.22665e+001,-1.95145e+002
0,23,1.92,0.00,0,0,47836587.800,131716.5878,58.7,-1.44856e+002,1.00028e+003,6.12851e+002,2.29718e+003,1.56978e+003,5.26338e+003,6.34121e+003,1.33208e+004,2.14465e+004,2.46809e+004, 7.25863e+002, 5.38217e+002, 3.89760e+002, 3.57201e+002, 2.93699e+002, 3.50889e+002, 1.43449e+000,-6.04630e+000,-1.54145e+001,-6.08422e+001,-1.91869e+002
0,24,2.01,0.00,0,0,47836687.800,131716.6878,59.5,-1.27474e+002,9.84678e+002,4.86948e+002,1.84037e+003,1.89732e+003,5.36844e+003,6.39034e+003,1.38421e+004,2.12232e+004,2.47249e+004, 7.14098e+002, 4.23353e+002, 4.05311e+002, 3.72222e+002, 2.92187e+002, 3.61267e+002, 1.26225e+000,-4.80714e+000,-1.86008e+001,-6.12991e+001,-1.90062e+002
0,25,2.09,0.00,0,0,47836787.800,131716.7878,57.7,-1.59426e+001,9.70672e+002,3.56011e+002,1.41180e+003,1.84223e+003,3.38174e+003,6.20604e+003,1.40519e+004,2.10661e+004,2.49125e+004, 7.03704e+002, 3.18103e+002, 2.52849e+002, 3.75476e+002, 2.92674e+002, 3.04949e+002, 1.57777e-001,-3.51681e+000,-1.80656e+001,-5.95839e+001,-1.88787e+002
0,26,2.18,0.00,0,0,47836887.800,131716.8878,60.7,-9.29003e+001,7.63840e+002,4.93949e+002,8.80823e+002,6.92230e+002,1.65452e+003,5.65571e+003,1.38566e+004,2.06854e+004,2.46178e+004, 5.47260e+002, 2.00393e+002, 1.11693e+002, 3.62417e+002, 2.86478e+002, 2.45559e+002, 9.19743e-001,-4.87609e+000,-6.82677e+000,-5.44441e+001,-1.85693e+002
0,27,2.26,0.00,0,0,47836987.800,131716.9878,59.4,-3.35899e+002,9.13965e+002,6.17652e+001,9.68266e+002,2.21387e+002,4.71472e+003,5.62317e+003,1.35335e+004,2.08158e+004,2.46044e+004, 6.60879e+002, 2.08070e+002, 3.20622e+002, 3.53006e+002, 2.87470e+002, 3.21591e+002, 3.32951e+000,-6.11028e-001,-2.18840e+000,-5.41393e+001,-1.86754e+002
0,28,2.34,0.00,0,0,47837087.800,131717.0878,60.1,-3.19564e+002,1.07186e+003,-1.46310e+002,1.49222e+003,2.11020e+003,6.92632e+003,5.83741e+003,1.29742e+004,2.11465e+004,2.48414e+004, 7.79963e+002, 3.24117e+002, 5.32981e+002, 3.40747e+002, 2.92670e+002, 3.99209e+002, 3.16734e+000, 1.44890e+000,-2.06663e+001,-5.61441e+001,-1.89440e+002
0,29,2.43,0.00,0,0,47837187.800,131717.1878,60.1,-2.21361e+002,8.64577e+002,2.27656e+002,1.89638e+003,3.28892e+003,5.42685e+003,5.98839e+003,1.28246e+004,2.11395e+004,2.46356e+004, 6.23864e+002, 4.26022e+002, 4.43356e+002, 3.38827e+002, 2.90578e+002, 3.64142e+002, 2.19294e+000,-2.25030e+000,-3.20252e+001,-5.75544e+001,-1.89383e+002
0,30,2.51,0.00,0,0,47837287.800,131717.2878,59.8,-2.09360e+002,7.47586e+002,5.35426e+002,1.87129e+003,3.85047e+003,5.35310e+003,6.39731e+003,1.32811e+004,2.12050e+004,2.44785e+004, 5.36506e+002, 4.32675e+002, 4.51614e+002, 3.56911e+002, 2.89601e+002, 3.72935e+002, 2.07393e+000,-5.28445e+000,-3.73910e+001,-6.13640e+001,-1.89914e+002
0,31,2.59,0.00,0,0,47837387.800,131717.3878,60.7,-2.39603e+002,8.43596e+002,4.64341e+002,1.78784e+003,3.68782e+003,3.91435e+003,6.95253e+003,1.34232e+004,2.13439e+004,2.46888e+004, 6.08165e+002, 4.10038e+002, 3.30861e+002, 3.68707e+002, 2.92882e+002, 3.32216e+002, 2.37387e+000,-4.58448e+000,-3.58399e+001,-6.65126e+001,-1.91039e+002
0,32,2.68,0.00,0,0,47837487.800,131717.4878,61.1,-1.93644e+002,8.10245e+002,6.72604e+001,1.81047e+003,3.33887e+003,2.19888e+003,6.93572e+003,1.30781e+004,2.17541e+004,2.47862e+004, 5.83163e+002, 3.99655e+002, 1.88136e+002, 3.59063e+002, 2.97439e+002, 2.76511e+002, 1.91809e+000,-6.65372e-001,-3.25037e+001,-6.63571e+001,-1.94354e+002
