Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn,I_450Hz,Q_450Hz,I_1530Hz,Q_1530Hz,I_5310Hz,Q_5310Hz,I_18330Hz,Q_18330Hz,I_63030Hz,Q_63030Hz,QSum
 0,   0,        0.00,        0.00,   0,0, 48367130.400,132607.1304,    0.3, 2.69791e+002,-1.86314e+002,-3.80401e+002, 2.48250e+002, 1.44058e+002, 5.68100e+002,-1.66508e+002, 1.71394e+003, 1.48519e+003, 6.17832e+003, 8.52229e+003
 0,   1,       -0.18,        0.00,   0,0, 48367230.400,132607.2304,    0.7, 2.72650e+002,-2.20616e+002,-3.69680e+002, 2.51774e+002, 8.12179e+001, 4.92361e+002,-2.28130e+002, 1.70516e+003, 1.44710e+003, 6.23748e+003, 8.46617e+003
 0,   2,       -0.36,        0.00,   0,0, 48367330.300,132607.3303,    0.6, 2.75892e+002,-1.02576e+002,-3.67778e+002, 2.70628e+002, 7.14552e+001, 5.02797e+002,-2.41017e+002, 1.68802e+003, 1.45570e+003, 6.26006e+003, 8.61893e+003
 0,   3,       -0.54,        0.00,   0,0, 48367430.400,132607.4304,    0.3, 2.43902e+002,-5.35270e+001,-3.68016e+002, 3.00472e+002, 1.45705e+002, 5.64315e+002,-2.77244e+002, 1.67444e+003, 1.46580e+003, 6.21238e+003, 8.69808e+003
 0,   4,       -0.72,        0.00,   0,0, 48367530.400,132607.5304,    0.8, 2.66815e+002,-5.71274e+001,-3.71854e+002, 2.74688e+002, 1.81339e+002, 5.53925e+002,-2.29189e+002, 1.67376e+003, 1.45083e+003, 6.14720e+003, 8.59244e+003
 0,   5,       -0.90,        0.00,   0,0, 48367630.400,132607.6304,    1.7, 3.18472e+002,-8.09344e+001,-3.53222e+002, 1.89115e+002, 1.79272e+002, 5.61032e+002,-1.68520e+002, 1.70033e+003, 1.47836e+003, 6.19109e+003, 8.56064e+003
 0,   6,       -1.08,        0.00,   0,0, 48367730.400,132607.7304,    0.9, 3.14379e+002,-5.03897e+001,-4.12642e+002, 1.47747e+002, 1.64446e+002, 6.02353e+002,-2.07504e+002, 1.68062e+003, 1.46328e+003, 6.19406e+003, 8.57439e+003
 0,   7,       -1.26,        0.00,   0,0, 48367830.400,132607.8304,    1.0, 3.03934e+002,-5.10069e+001,-4.58175e+002, 2.14240e+002, 1.16976e+002, 5.65083e+002,-2.48148e+002, 1.64388e+003, 1.43740e+003, 6.13636e+003, 8.50856e+003
 0,   8,       -1.44,        0.00,   0,0, 48367930.400,132607.9304,    1.0, 3.04489e+002,-1.15403e+002,-4.10419e+002, 2.07484e+002, 8.95717e+001, 5.12310e+002,-2.43701e+002, 1.63946e+003, 1.42475e+003, 6.14142e+003, 8.38527e+003
 0,   9,       -1.62,        0.00,   0,0, 48368030.400,132608.0304,    1.0, 3.39140e+002,-8.30446e+001,-4.44737e+002, 1.92967e+002, 1.09516e+002, 5.07826e+002,-2.59998e+002, 1.63244e+003, 1.38045e+003, 6.13705e+003, 8.38724e+003
