Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ThiLayer_1, ThiLayer_2,FitError(%)
0,411,3.97,0.00,0,0,49177144.500,133937.1445,45.1, 34.903, 34.903, 2.865, 5.007, 5.007, 104.07
0,412,3.98,0.00,0,0,49177244.500,133937.2445,44.9, 34.903, 34.903, 2.865, 5.687, 5.687, 89.97
0,413,3.99,0.00,0,0,49177344.500,133937.3445,45.1, 34.903, 34.903, 2.865, 5.118, 5.118, 90.39
0,414,4.00,0.00,0,0,49177444.500,133937.4445,44.9, 34.903, 34.903, 2.865, 3.910, 3.910, 96.77
0,415,4.01,0.00,0,0,49177544.500,133937.5445,45.3, 34.903, 34.903, 2.865, 4.050, 4.050, 99.76
0,416,4.02,0.00,0,0,49177644.500,133937.6445,45.1, 34.903, 34.903, 3.867, 3.297, 3.297, 105.09
0,417,4.03,0.00,0,0,49177744.500,133937.7445,44.7, 34.903, 34.903, 3.499, 3.297, 3.297, 119.50
0,418,4.04,0.00,0,0,49177844.500,133937.8445,44.3, 34.903, 34.903, 3.534, 3.297, 3.297, 113.54
0,419,4.05,0.00,0,0,49177944.500,133937.9445,44.6, 34.903, 34.903, 4.724, 3.644, 3.644, 91.63
0,420,4.06,0.00,0,0,49178044.500,133938.0445,44.4, 34.903, 34.903, 4.724, 4.028, 4.028, 103.38
0,421,4.07,0.00,0,0,49178144.500,133938.1445,44.3, 34.903, 34.903, 3.499, 3.644, 3.644, 119.59
0,422,4.08,0.00,0,0,49178244.500,133938.2445,43.9, 34.903, 34.903, 5.220, 4.028, 4.028, 78.88
0,423,4.09,0.00,0,0,49178344.500,133938.3445,44.6, 34.903, 34.903, 5.220, 3.642, 3.642, 83.33
0,424,4.10,0.00,0,0,49178444.500,133938.4445,44.3, 34.903, 34.903, 2.865, 4.275, 4.275, 108.99
0,425,4.11,0.00,0,0,49178544.500,133938.5445,44.2, 34.903, 34.903, 3.867, 3.297, 3.297, 112.49
0,426,4.12,0.00,0,0,49178644.500,133938.6445,44.6, 34.903, 34.903, 7.712, 3.275, 3.275, 89.29
0,427,4.13,0.00,0,0,49178744.500,133938.7445,44.3, 34.903, 34.903, 5.220, 3.297, 3.297, 117.97
0,428,4.14,0.00,0,0,49178844.500,133938.8445,44.6, 34.903, 34.903, 5.220, 3.297, 3.297, 117.50
0,429,4.15,0.00,0,0,49178944.500,133938.9445,44.6, 34.903, 34.903, 5.852, 3.644, 3.644, 92.07
0,430,4.16,0.00,0,0,49179044.500,133939.0445,44.2, 34.903, 34.903, 5.769, 3.644, 3.644, 95.63
0,431,4.17,0.00,0,0,49179144.500,133939.1445,44.7, 34.903, 34.903, 4.724, 3.644, 3.644, 93.87
0,432,4.18,0.00,0,0,49179244.500,133939.2445,44.6, 34.903, 34.903, 4.724, 3.644, 3.644, 86.07
0,433,4.19,0.00,0,0,49179344.500,133939.3445,44.5, 34.903, 34.903, 4.724, 3.644, 3.644, 84.91
0,434,4.20,0.00,0,0,49179444.500,133939.4445,44.9, 34.903, 34.903, 5.220, 3.644, 3.644, 89.67
0,435,4.21,0.00,0,0,49179544.500,133939.5445,44.7, 34.903, 34.903, 5.769, 3.286, 3.286, 92.04
0,436,4.22,0.00,0,0,49179644.500,133939.6445,44.5, 34.903, 34.903, 5.448, 3.644, 3.644, 78.27
0,437,4.23,0.00,0,0,49179744.500,133939.7445,44.7, 34.903, 34.903, 6.814, 3.628, 3.628, 73.32
0,438,4.24,0.00,0,0,49179844.500,133939.8445,44.7, 34.903, 34.903, 6.707, 3.552, 3.552, 77.30
0,439,4.25,0.00,0,0,49179944.500,133939.9445,44.8, 34.903, 34.903, 6.376, 3.214, 3.214, 82.57
0,440,4.26,0.00,0,0,49180044.500,133940.0445,45.1, 34.903, 5.769, 28.577, 6.640, 4.919, 92.75
0,441,4.26,0.00,0,0,49180144.500,133940.1445,45.0, 34.903, 31.434, 7.047, 3.644, 2.904, 101.88
0,442,4.27,0.00,0,0,49180244.500,133940.2445,45.0, 34.903, 5.220, 11.015, 6.640, 1.751, 116.95
0,443,4.28,0.00,0,0,49180344.500,133940.3445,44.6, 34.903, 21.170, 5.220, 4.289, 2.980, 105.86
0,444,4.29,0.00,0,0,49180444.500,133940.4445,44.3, 34.903, 13.678, 7.047, 3.097, 4.649, 140.43
0,445,4.30,0.00,0,0,49180544.500,133940.5445,44.5, 34.903, 8.607, 2.865, 6.640, 6.640, 135.82
0,446,4.31,0.00,0,0,49180644.500,133940.6445,44.2, 34.903, 34.903, 2.865, 6.039, 6.039, 104.87
0,447,4.32,0.00,0,0,49180744.500,133940.7445,44.4, 34.903, 34.903, 5.220, 3.297, 3.297, 107.21
0,448,4.33,0.00,0,0,49180844.500,133940.8445,44.6, 34.903, 34.903, 5.220, 3.644, 3.644, 113.23
0,449,4.34,0.00,0,0,49180944.500,133940.9445,44.2, 34.903, 8.607, 2.865, 6.640, 6.008, 119.10
0,450,4.35,0.00,0,0,49181044.500,133941.0445,44.1, 34.903, 10.513, 2.865, 6.640, 4.451, 116.87
0,451,4.36,0.00,0,0,49181144.500,133941.1445,44.5, 34.903, 34.903, 2.865, 5.356, 5.356, 105.22
0,452,4.37,0.00,0,0,49181244.500,133941.2445,44.7, 34.903, 12.840, 2.865, 6.640, 6.008, 98.54
0,453,4.38,0.00,0,0,49181344.500,133941.3445,44.8, 34.903, 6.376, 2.865, 6.640, 6.640, 109.12
0,454,4.39,0.00,0,0,49181444.500,133941.4445,44.6, 34.903, 23.978, 2.865, 6.640, 4.919, 100.53
0,455,4.40,0.00,0,0,49181544.500,133941.5445,44.6, 34.903, 14.191, 2.865, 6.640, 4.451, 93.83
0,456,4.41,0.00,0,0,49181644.500,133941.6445,44.3, 34.903, 7.047, 2.865, 6.640, 6.640, 102.62
0,457,4.42,0.00,0,0,49181744.500,133941.7445,44.3, 34.903, 7.499, 2.865, 6.008, 6.640, 108.53
0,458,4.43,0.00,0,0,49181844.500,133941.8445,44.6, 34.903, 9.512, 2.865, 4.028, 6.640, 129.69
0,459,4.44,0.00,0,0,49181944.500,133941.9445,44.1, 34.903, 6.376, 2.865, 6.640, 5.437, 112.79
0,460,4.45,0.00,0,0,49182044.500,133942.0445,44.2, 34.903, 8.607, 2.865, 6.640, 4.451, 102.32
0,461,4.46,0.00,0,0,49182144.500,133942.1445,44.4, 34.903, 11.618, 2.865, 6.640, 4.451, 99.41
0,462,4.47,0.00,0,0,49182244.500,133942.2445,43.7, 34.903, 34.903, 2.865, 6.640, 6.640, 105.47
0,463,4.48,0.00,0,0,49182344.500,133942.3445,44.3, 34.903, 34.903, 2.865, 5.987, 5.987, 110.04
0,464,4.49,0.00,0,0,49182444.500,133942.4445,43.9, 34.903, 34.903, 2.865, 6.640, 6.640, 105.73
0,465,4.50,0.00,0,0,49182544.500,133942.5445,43.9, 34.903, 34.903, 2.865, 6.438, 6.438, 98.18
0,466,4.51,0.00,0,0,49182644.500,133942.6445,44.3, 33.391, 34.903, 2.865, 4.027, 4.577, 107.01
0,467,4.52,0.00,0,0,49182744.500,133942.7445,43.9, 34.903, 34.903, 2.865, 5.215, 5.215, 94.15
0,468,4.53,0.00,0,0,49182844.500,133942.8445,43.8, 34.903, 9.512, 2.865, 6.640, 4.451, 97.85
0,469,4.54,0.00,0,0,49182944.500,133942.9445,44.4, 34.903, 34.903, 2.865, 6.640, 6.640, 91.03
0,470,4.55,0.00,0,0,49183044.500,133943.0445,44.3, 33.944, 34.903, 2.865, 3.953, 4.087, 112.17
0,471,4.56,0.00,0,0,49183144.500,133943.1445,44.7, 34.903, 34.903, 2.865, 3.581, 3.581, 113.08
0,472,4.56,0.00,0,0,49183244.500,133943.2445,44.8, 34.903, 34.903, 3.459, 3.297, 3.297, 116.04
0,473,4.57,0.00,0,0,49183344.500,133943.3445,44.6, 34.903, 34.903, 2.865, 4.028, 4.028, 105.21
0,474,4.58,0.00,0,0,49183444.500,133943.4445,45.0, 34.903, 34.903, 2.865, 4.621, 4.621, 99.56
0,475,4.59,0.00,0,0,49183544.500,133943.5445,45.3, 34.903, 7.788, 2.865, 3.297, 6.640, 145.66
0,476,4.60,0.00,0,0,49183644.500,133943.6445,44.8, 34.903, 34.903, 4.231, 3.644, 3.644, 105.30
0,477,4.61,0.00,0,0,49183744.500,133943.7445,44.6, 34.903, 34.903, 4.274, 3.644, 3.644, 80.58
0,478,4.62,0.00,0,0,49183844.500,133943.8445,44.3, 34.903, 34.903, 4.724, 3.644, 3.644, 85.44
0,479,4.63,0.00,0,0,49183944.500,133943.9445,44.5, 34.903, 34.903, 3.877, 4.028, 4.028, 92.54
0,480,4.64,0.00,0,0,49184044.500,133944.0445,44.2, 34.903, 34.903, 4.274, 3.644, 3.644, 80.13
0,481,4.65,0.00,0,0,49184144.500,133944.1445,43.2, 34.903, 34.903, 4.274, 3.644, 3.644, 74.98
0,482,4.66,0.00,0,0,49184244.500,133944.2445,43.3, 34.903, 34.903, 3.867, 3.297, 3.297, 88.64
0,483,4.67,0.00,0,0,49184344.500,133944.3445,43.4, 34.903, 34.903, 3.867, 3.297, 3.297, 84.25
0,484,4.68,0.00,0,0,49184444.500,133944.4445,43.7, 34.903, 34.903, 4.274, 3.644, 3.644, 75.69
0,485,4.69,0.00,0,0,49184544.500,133944.5445,43.7, 34.903, 34.903, 5.220, 3.644, 3.644, 86.34
0,486,4.70,0.00,0,0,49184644.500,133944.6445,43.9, 34.903, 34.903, 5.220, 3.297, 3.297, 104.63
0,487,4.71,0.00,0,0,49184744.500,133944.7445,44.3, 34.903, 34.903, 5.769, 3.245, 3.245, 118.17
0,488,4.72,0.00,0,0,49184844.500,133944.8445,44.1, 34.903, 34.903, 5.769, 3.644, 3.644, 99.80
0,489,4.73,0.00,0,0,49184944.500,133944.9445,44.2, 34.903, 34.903, 5.220, 3.644, 3.644, 97.41
0,490,4.74,0.00,0,0,49185044.500,133945.0445,44.3, 34.903, 34.903, 4.724, 3.644, 3.644, 105.00
0,491,4.75,0.00,0,0,49185144.500,133945.1445,44.1, 34.903, 34.903, 5.220, 3.297, 3.297, 104.07
0,492,4.76,0.00,0,0,49185244.500,133945.2445,43.9, 34.903, 5.769, 23.396, 5.437, 4.451, 108.12
0,493,4.77,0.00,0,0,49185344.500,133945.3445,44.5, 34.903, 7.515, 7.788, 6.640, 1.168, 95.13
0,494,4.78,0.00,0,0,49185444.500,133945.4445,44.4, 34.903, 34.903, 4.280, 3.297, 3.297, 104.09
0,495,4.79,0.00,0,0,49185544.500,133945.5445,44.6, 34.903, 34.903, 5.386, 3.644, 3.644, 90.23
0,496,4.80,0.00,0,0,49185644.500,133945.6445,44.3, 34.903, 34.903, 5.220, 3.644, 3.644, 94.35
0,497,4.81,0.00,0,0,49185744.500,133945.7445,44.4, 34.903, 31.582, 9.512, 4.571, 2.184, 99.67
0,498,4.82,0.00,0,0,49185844.500,133945.8445,44.6, 34.903, 7.788, 34.903, 6.640, 6.008, 99.20
0,499,4.83,0.00,0,0,49185944.500,133945.9445,44.5, 34.903, 9.512, 34.903, 6.640, 6.640, 111.72
0,500,4.84,0.00,0,0,49186044.500,133946.0445,44.6, 34.903, 7.788, 31.582, 6.008, 6.008, 101.53
0,501,4.85,0.00,0,0,49186144.500,133946.1445,44.5, 34.903, 7.047, 34.903, 6.640, 5.437, 100.24
0,502,4.85,0.00,0,0,49186244.500,133946.2445,44.1, 34.903, 8.607, 11.618, 6.008, 1.818, 104.39
0,503,4.86,0.00,0,0,49186344.500,133946.3445,44.1, 34.903, 28.576, 9.512, 4.116, 2.276, 89.18
0,504,4.87,0.00,0,0,49186444.500,133946.4445,44.3, 34.903, 7.788, 28.577, 6.008, 6.009, 83.34
0,505,4.88,0.00,0,0,49186544.500,133946.5445,44.4, 34.903, 5.220, 21.680, 6.640, 4.409, 92.73
0,506,4.89,0.00,0,0,49186644.500,133946.6445,44.4, 34.903, 14.191, 3.766, 4.919, 6.543, 103.73
0,507,4.90,0.00,0,0,49186744.500,133946.7445,44.6, 34.903, 10.513, 3.166, 4.028, 6.640, 120.75
0,508,4.91,0.00,0,0,49186844.500,133946.8445,44.8, 34.903, 16.601, 6.376, 4.396, 5.420, 95.02
0,509,4.92,0.00,0,0,49186944.500,133946.9445,44.9, 34.903, 21.170, 4.881, 6.615, 2.370, 87.04
0,510,4.93,0.00,0,0,49187044.500,133947.0445,44.7, 34.903, 15.683, 2.865, 6.640, 4.451, 98.05
0,511,4.94,0.00,0,0,49187144.500,133947.1445,44.9, 34.903, 34.903, 2.865, 5.437, 5.437, 100.98
0,512,4.95,0.00,0,0,49187244.500,133947.2445,45.1, 34.903, 9.705, 2.865, 6.640, 4.919, 119.29
0,513,4.96,0.00,0,0,49187344.500,133947.3445,44.9, 34.903, 5.769, 2.865, 5.437, 6.640, 125.78
0,514,4.97,0.00,0,0,49187444.500,133947.4445,44.7, 34.903, 5.769, 2.865, 6.008, 6.640, 118.09
0,515,4.98,0.00,0,0,49187544.500,133947.5445,44.8, 34.903, 34.903, 2.865, 6.640, 6.640, 99.85
0,516,4.99,0.00,0,0,49187644.500,133947.6445,45.0, 34.903, 23.988, 2.865, 6.640, 5.437, 101.02
0,517,5.00,0.00,0,0,49187744.500,133947.7445,44.6, 34.903, 10.513, 2.865, 6.132, 4.919, 112.68
0,518,5.01,0.00,0,0,49187844.500,133947.8445,44.5, 34.903, 34.903, 2.865, 6.640, 6.640, 95.48
0,519,5.02,0.00,0,0,49187944.500,133947.9445,44.8, 34.903, 8.607, 2.865, 6.640, 4.028, 104.81
0,520,5.03,0.00,0,0,49188044.500,133948.0445,44.6, 34.903, 7.047, 2.865, 6.640, 6.640, 117.39
0,521,5.04,0.00,0,0,49188144.500,133948.1445,45.0, 34.903, 7.788, 2.865, 6.640, 6.008, 126.04
0,522,5.05,0.00,0,0,49188244.500,133948.2445,45.1, 34.903, 34.903, 2.865, 6.640, 6.640, 105.88
0,523,5.06,0.00,0,0,49188344.500,133948.3445,44.8, 34.903, 34.903, 2.865, 5.348, 5.348, 102.54
0,524,5.07,0.00,0,0,49188444.500,133948.4445,44.8, 34.903, 34.903, 2.865, 3.866, 3.866, 116.86
0,525,5.08,0.00,0,0,49188544.500,133948.5445,44.8, 34.903, 7.828, 2.865, 6.446, 6.008, 111.31
0,526,5.09,0.00,0,0,49188644.500,133948.6445,44.6, 34.903, 7.047, 2.865, 6.640, 6.640, 112.81
0,527,5.10,0.00,0,0,49188744.500,133948.7445,45.0, 34.903, 34.903, 2.865, 4.028, 4.028, 112.94
0,528,5.11,0.00,0,0,49188844.500,133948.8445,44.7, 34.903, 34.903, 2.865, 6.008, 6.008, 99.59
0,529,5.12,0.00,0,0,49188944.500,133948.9445,44.7, 34.903, 6.376, 2.865, 4.451, 6.640, 133.22
0,530,5.13,0.00,0,0,49189044.500,133949.0445,44.9, 34.903, 34.903, 2.865, 5.437, 5.437, 103.57
0,531,5.14,0.00,0,0,49189144.500,133949.1445,44.9, 34.903, 34.903, 2.865, 4.451, 4.451, 111.54
0,532,5.15,0.00,0,0,49189244.500,133949.2445,45.3, 34.903, 34.903, 2.865, 4.254, 4.254, 111.39
0,533,5.15,0.00,0,0,49189344.500,133949.3445,45.5, 34.903, 34.903, 2.865, 3.846, 3.846, 114.96
0,534,5.16,0.00,0,0,49189444.500,133949.4445,45.4, 34.903, 34.903, 3.867, 3.297, 3.297, 119.02
0,535,5.17,0.00,0,0,49189544.500,133949.5445,45.9, 34.903, 34.903, 3.867, 2.984, 2.984, 122.55
0,536,5.18,0.00,0,0,49189644.500,133949.6445,47.2, 34.903, 34.903, 3.166, 3.644, 3.644, 94.66
0,537,5.19,0.00,0,0,49189744.500,133949.7445,47.3, 34.903, 34.903, 3.499, 3.644, 3.644, 97.23
0,538,5.20,0.00,0,0,49189844.500,133949.8445,47.4, 34.903, 34.903, 4.471, 3.120, 3.120, 116.04
0,539,5.21,0.00,0,0,49189944.500,133949.9445,47.2, 34.903, 34.903, 4.724, 3.297, 3.297, 104.52
0,540,5.22,0.00,0,0,49190044.500,133950.0445,47.4, 34.903, 34.903, 6.961, 3.618, 3.618, 75.33
0,541,5.23,0.00,0,0,49190144.600,133950.1446,47.1, 34.903, 34.903, 6.376, 3.297, 3.297, 74.21
0,542,5.24,0.00,0,0,49190244.500,133950.2445,47.2, 34.903, 34.903, 5.220, 3.297, 3.297, 75.08
0,543,5.25,0.00,0,0,49190344.600,133950.3446,47.3, 34.903, 34.903, 7.449, 3.593, 3.593, 66.94
0,544,5.26,0.00,0,0,49190444.600,133950.4446,47.2, 34.903, 34.903, 7.181, 3.636, 3.636, 83.34
0,545,5.27,0.00,0,0,49190544.600,133950.5446,47.7, 34.903, 34.903, 5.769, 3.644, 3.644, 88.20
0,546,5.28,0.00,0,0,49190644.600,133950.6446,47.6, 34.903, 34.903, 4.724, 3.644, 3.644, 87.87
0,547,5.29,0.00,0,0,49190744.600,133950.7446,47.1, 34.903, 34.903, 4.558, 3.644, 3.644, 105.47
0,548,5.30,0.00,0,0,49190844.600,133950.8446,47.2, 34.903, 34.903, 5.220, 3.217, 3.217, 120.68
0,549,5.31,0.00,0,0,49190944.600,133950.9446,47.1, 34.903, 7.788, 25.857, 6.640, 5.715, 95.52
0,550,5.32,0.00,0,0,49191044.600,133951.0446,47.4, 34.903, 7.788, 34.903, 6.640, 5.437, 100.78
0,551,5.33,0.00,0,0,49191144.600,133951.1446,47.8, 34.903, 15.490, 11.862, 4.049, 2.911, 107.55
0,552,5.34,0.00,0,0,49191244.600,133951.2446,47.5, 34.903, 34.903, 6.438, 4.028, 4.028, 87.49
0,553,5.35,0.00,0,0,49191344.600,133951.3446,47.5, 34.903, 34.903, 4.724, 3.644, 3.644, 98.08
0,554,5.36,0.00,0,0,49191444.600,133951.4446,47.3, 34.903, 11.190, 10.513, 5.437, 1.737, 92.30
0,555,5.37,0.00,0,0,49191544.600,133951.5446,47.2, 34.903, 2.865, 34.903, 6.640, 2.443, 82.53
0,556,5.38,0.00,0,0,49191644.600,133951.6446,47.6, 34.903, 6.376, 25.857, 6.640, 5.715, 87.23
0,557,5.39,0.00,0,0,49191744.600,133951.7446,47.2, 34.903, 5.769, 25.857, 6.640, 5.715, 112.84
0,558,5.40,0.00,0,0,49191844.600,133951.8446,46.7, 34.903, 8.607, 34.903, 6.640, 6.640, 98.46
0,559,5.41,0.00,0,0,49191944.600,133951.9446,47.3, 34.903, 5.769, 34.903, 6.640, 4.765, 92.84
0,560,5.42,0.00,0,0,49192044.600,133952.0446,47.3, 34.903, 34.903, 3.867, 4.028, 4.028, 106.38
0,561,5.43,0.00,0,0,49192144.600,133952.1446,47.1, 34.903, 6.376, 2.865, 6.640, 6.640, 121.37
0,562,5.44,0.00,0,0,49192244.600,133952.2446,46.8, 34.903, 25.777, 7.047, 5.269, 1.591, 107.04
0,563,5.44,0.00,0,0,49192344.600,133952.3446,47.5, 34.903, 7.047, 2.865, 6.008, 6.640, 119.15
0,564,5.45,0.00,0,0,49192444.600,133952.4446,47.1, 34.903, 6.376, 2.865, 6.640, 6.640, 111.29
0,565,5.46,0.00,0,0,49192544.600,133952.5446,47.1, 34.903, 9.512, 2.865, 6.640, 4.919, 118.06
0,566,5.47,0.00,0,0,49192644.600,133952.6446,47.2, 34.903, 34.903, 2.865, 6.640, 6.640, 113.05
0,567,5.48,0.00,0,0,49192744.600,133952.7446,47.3, 34.903, 34.903, 2.865, 6.640, 6.640, 105.46
0,568,5.49,0.00,0,0,49192844.600,133952.8446,47.5, 34.903, 34.903, 2.865, 5.885, 5.885, 95.38
0,569,5.50,0.00,0,0,49192944.600,133952.9446,47.6, 34.903, 34.903, 2.865, 6.640, 6.640, 95.62
0,570,5.51,0.00,0,0,49193044.600,133953.0446,47.4, 34.903, 15.683, 2.865, 6.640, 4.451, 105.42
0,571,5.52,0.00,0,0,49193144.600,133953.1446,47.1, 34.903, 9.512, 2.865, 6.640, 4.028, 119.91
0,572,5.53,0.00,0,0,49193244.600,133953.2446,47.3, 34.903, 6.376, 2.865, 6.640, 6.640, 129.13
0,573,5.54,0.00,0,0,49193344.600,133953.3446,47.1, 34.903, 34.903, 2.865, 5.437, 5.437, 121.24
0,574,5.55,0.00,0,0,49193444.600,133953.4446,47.3, 34.903, 34.903, 2.865, 6.008, 6.008, 108.18
0,575,5.56,0.00,0,0,49193544.600,133953.5446,47.1, 34.903, 34.903, 2.865, 6.640, 6.640, 99.35
0,576,5.57,0.00,0,0,49193644.600,133953.6446,47.1, 34.903, 7.932, 2.865, 6.640, 6.640, 112.51
0,577,5.58,0.00,0,0,49193744.600,133953.7446,47.3, 34.903, 8.166, 2.865, 6.640, 6.008, 113.70
0,578,5.59,0.00,0,0,49193844.600,133953.8446,46.9, 34.903, 8.607, 2.865, 6.640, 4.451, 107.41
0,579,5.60,0.00,0,0,49193944.600,133953.9446,46.4, 34.903, 8.607, 2.865, 6.640, 4.451, 107.96
0,580,5.61,0.00,0,0,49194044.600,133954.0446,45.8, 34.903, 34.903, 2.865, 6.640, 6.640, 105.77
0,581,5.62,0.00,0,0,49194144.600,133954.1446,46.2, 34.903, 34.903, 2.865, 3.924, 3.924, 115.04
0,582,5.63,0.00,0,0,49194244.600,133954.2446,46.4, 34.903, 34.903, 2.865, 4.028, 4.028, 107.00
0,583,5.64,0.00,0,0,49194344.600,133954.3446,45.9, 34.903, 34.903, 2.865, 6.008, 6.008, 107.46
0,584,5.65,0.00,0,0,49194444.600,133954.4446,46.3, 34.903, 34.903, 3.166, 3.644, 3.644, 114.44
0,585,5.66,0.00,0,0,49194544.600,133954.5446,46.1, 34.903, 34.903, 2.865, 4.028, 4.028, 117.64
0,586,5.67,0.00,0,0,49194644.600,133954.6446,46.1, 34.903, 34.903, 3.696, 3.297, 3.297, 128.93
0,587,5.68,0.00,0,0,49194744.600,133954.7446,46.1, 34.903, 34.903, 4.344, 3.644, 3.644, 92.43
0,588,5.69,0.00,0,0,49194844.600,133954.8446,45.7, 34.903, 34.903, 4.724, 3.644, 3.644, 93.11
0,589,5.70,0.00,0,0,49194944.600,133954.9446,46.0, 34.903, 34.903, 2.865, 5.054, 5.054, 116.32
0,590,5.71,0.00,0,0,49195044.600,133955.0446,45.9, 34.903, 34.903, 2.865, 4.451, 4.451, 126.64
0,591,5.72,0.00,0,0,49195144.600,133955.1446,45.8, 34.903, 34.903, 4.274, 3.644, 3.644, 95.33
0,592,5.73,0.00,0,0,49195244.600,133955.2446,46.0, 34.903, 34.903, 4.724, 3.297, 3.297, 88.59
0,593,5.74,0.00,0,0,49195344.600,133955.3446,46.1, 34.903, 34.903, 5.275, 3.644, 3.644, 73.00
0,594,5.74,0.00,0,0,49195444.600,133955.4446,46.3, 34.903, 34.903, 5.220, 3.644, 3.644, 75.83
0,595,5.75,0.00,0,0,49195544.600,133955.5446,46.5, 34.903, 34.903, 4.724, 3.644, 3.644, 83.88
0,596,5.76,0.00,0,0,49195644.600,133955.6446,46.2, 34.903, 34.903, 5.220, 3.644, 3.644, 81.02
0,597,5.77,0.00,0,0,49195744.600,133955.7446,46.5, 34.903, 34.903, 5.769, 3.644, 3.644, 77.49
0,598,5.78,0.00,0,0,49195844.600,133955.8446,46.9, 34.903, 34.903, 6.502, 3.345, 3.345, 85.23
0,599,5.79,0.00,0,0,49195944.600,133955.9446,46.6, 34.903, 34.903, 7.065, 3.471, 3.471, 83.94
0,600,5.80,0.00,0,0,49196044.600,133956.0446,46.7, 34.903, 34.903, 5.220, 3.644, 3.644, 74.28
0,601,5.81,0.00,0,0,49196144.600,133956.1446,46.7, 34.903, 34.903, 5.769, 3.613, 3.613, 68.35
0,602,5.82,0.00,0,0,49196244.600,133956.2446,46.8, 34.903, 34.903, 4.724, 3.644, 3.644, 79.02
0,603,5.83,0.00,0,0,49196344.600,133956.3446,47.5, 34.903, 34.903, 4.274, 3.644, 3.644, 90.46
0,604,5.84,0.00,0,0,49196444.600,133956.4446,45.7, 34.903, 34.903, 4.274, 3.297, 3.297, 102.79
0,605,5.85,0.00,0,0,49196544.600,133956.5446,45.6, 34.903, 34.903, 4.949, 3.042, 3.042, 129.49
0,606,5.86,0.00,0,0,49196644.600,133956.6446,45.4, 34.903, 31.582, 5.522, 3.297, 3.262, 120.72
0,607,5.87,0.00,0,0,49196744.600,133956.7446,45.4, 34.903, 34.903, 4.274, 3.297, 3.297, 111.43
0,608,5.88,0.00,0,0,49196844.600,133956.8446,45.4, 34.903, 34.903, 4.274, 3.297, 3.297, 106.64
0,609,5.89,0.00,0,0,49196944.600,133956.9446,45.7, 34.903, 34.903, 5.769, 3.234, 3.234, 98.04
0,610,5.90,0.00,0,0,49197044.600,133957.0446,45.6, 34.903, 7.047, 28.577, 6.640, 6.008, 91.22
0,611,5.91,0.00,0,0,49197144.600,133957.1446,45.8, 34.903, 5.220, 31.582, 6.008, 4.677, 87.94
0,612,5.92,0.00,0,0,49197244.600,133957.2446,45.2, 34.903, 3.166, 34.903, 6.640, 2.700, 85.88
0,613,5.93,0.00,0,0,49197344.600,133957.3446,45.8, 34.903, 5.769, 23.396, 5.437, 4.570, 109.53
0,614,5.94,0.00,0,0,49197444.600,133957.4446,45.5, 34.903, 31.582, 4.655, 4.028, 3.603, 99.19
0,615,5.95,0.00,0,0,49197544.600,133957.5446,45.6, 34.903, 7.047, 28.577, 6.008, 5.716, 91.54
0,616,5.96,0.00,0,0,49197644.600,133957.6446,45.2, 34.903, 6.376, 23.386, 6.640, 5.257, 88.83
0,617,5.97,0.00,0,0,49197744.600,133957.7446,45.1, 34.903, 34.903, 4.274, 3.560, 3.560, 92.78
0,618,5.98,0.00,0,0,49197844.600,133957.8446,45.3, 34.903, 34.903, 2.865, 4.028, 4.028, 107.79
0,619,5.99,0.00,0,0,49197944.600,133957.9446,45.3, 34.903, 34.903, 3.499, 3.297, 3.297, 124.17
0,620,6.00,0.00,0,0,49198044.600,133958.0446,45.1, 34.903, 6.376, 2.865, 6.640, 6.640, 109.46
0,621,6.01,0.00,0,0,49198144.600,133958.1446,45.4, 34.903, 7.788, 2.865, 6.640, 4.919, 103.37
0,622,6.02,0.00,0,0,49198244.600,133958.2446,45.1, 34.903, 6.376, 2.865, 6.640, 6.640, 107.96
0,623,6.03,0.00,0,0,49198344.600,133958.3446,45.2, 34.903, 8.607, 2.865, 6.640, 4.028, 112.58
0,624,6.03,0.00,0,0,49198444.600,133958.4446,45.5, 34.903, 8.607, 2.865, 6.640, 4.028, 112.84
0,625,6.04,0.00,0,0,49198544.600,133958.5446,45.2, 34.903, 9.512, 2.865, 6.640, 4.028, 106.42
0,626,6.05,0.00,0,0,49198644.600,133958.6446,45.4, 34.903, 12.840, 2.865, 6.640, 4.451, 98.30
0,627,6.06,0.00,0,0,49198744.600,133958.7446,45.3, 34.903, 7.788, 2.865, 6.640, 5.437, 114.42
0,628,6.07,0.00,0,0,49198844.600,133958.8446,45.0, 34.903, 8.607, 2.865, 6.640, 4.451, 113.21
0,629,6.08,0.00,0,0,49198944.600,133958.9446,45.2, 34.903, 34.903, 2.865, 5.096, 5.096, 98.61
0,630,6.09,0.00,0,0,49199044.600,133959.0446,45.0, 34.903, 34.903, 2.865, 6.008, 6.008, 99.60
0,631,6.10,0.00,0,0,49199144.600,133959.1446,45.3, 25.857, 6.376, 34.903, 6.640, 5.437, 143.65
0,632,6.11,0.00,0,0,49199244.600,133959.2446,45.7, 23.396, 6.376, 34.903, 6.640, 5.437, 165.62
0,633,6.12,0.00,0,0,49199344.600,133959.3446,45.4, 34.903, 34.903, 2.865, 6.008, 6.008, 103.16
0,634,6.13,0.00,0,0,49199444.600,133959.4446,45.7, 34.903, 24.845, 2.865, 6.008, 5.437, 99.75
