Line,Sample,X,Y,Mark,Status,Time[ms],Time[hhmmss.sss],PowerLn, ResLayer_1, ResLayer_2, ResLayer_3, ThiLayer_1, ThiLayer_2,FitError(%)
0,635,6.14,0.00,0,0,49199544.600,133959.5446,45.7, 34.903, 15.683, 2.865, 6.403, 4.919, 97.05
0,636,6.15,0.00,0,0,49199644.600,133959.6446,45.4, 34.903, 24.397, 2.865, 6.640, 5.437, 92.01
0,637,6.16,0.00,0,0,49199744.600,133959.7446,45.6, 34.903, 34.903, 2.865, 6.008, 6.008, 93.56
0,638,6.17,0.00,0,0,49199844.600,133959.8446,45.5, 34.903, 34.903, 2.865, 4.028, 4.028, 104.93
0,639,6.18,0.00,0,0,49199944.600,133959.9446,46.0, 34.903, 34.903, 3.499, 3.297, 3.297, 112.71
0,640,6.19,0.00,0,0,49200044.600,134000.0446,46.6, 34.903, 34.903, 2.865, 5.898, 5.898, 95.87
0,641,6.20,0.00,0,0,49200144.600,134000.1446,46.7, 34.903, 34.903, 2.865, 4.028, 4.028, 117.47
0,642,6.21,0.00,0,0,49200244.600,134000.2446,46.5, 34.903, 34.903, 4.274, 3.644, 3.644, 103.23
0,643,6.22,0.00,0,0,49200344.600,134000.3446,46.1, 34.903, 34.903, 3.435, 3.644, 3.644, 115.28
0,644,6.23,0.00,0,0,49200444.600,134000.4446,46.6, 34.903, 34.903, 3.867, 3.644, 3.644, 93.54
0,645,6.24,0.00,0,0,49200544.600,134000.5446,46.3, 34.903, 34.903, 4.274, 3.644, 3.644, 85.04
0,646,6.25,0.00,0,0,49200644.600,134000.6446,46.2, 34.903, 34.903, 4.724, 3.644, 3.644, 92.03
0,647,6.26,0.00,0,0,49200744.600,134000.7446,46.7, 34.903, 34.903, 4.274, 3.644, 3.644, 85.00
0,648,6.27,0.00,0,0,49200844.600,134000.8446,46.8, 34.903, 34.903, 4.274, 3.644, 3.644, 83.48
0,649,6.28,0.00,0,0,49200944.600,134000.9446,46.4, 34.903, 34.903, 4.274, 3.644, 3.644, 84.79
0,650,6.29,0.00,0,0,49201044.600,134001.0446,46.7, 34.903, 34.903, 4.724, 3.644, 3.644, 90.48
0,651,6.30,0.00,0,0,49201144.600,134001.1446,46.5, 34.903, 34.903, 4.274, 4.025, 4.025, 85.10
0,652,6.31,0.00,0,0,49201244.600,134001.2446,46.5, 34.903, 34.903, 4.724, 4.028, 4.028, 87.78
0,653,6.32,0.00,0,0,49201344.600,134001.3446,46.9, 34.903, 34.903, 4.274, 3.644, 3.644, 92.83
0,654,6.32,0.00,0,0,49201444.600,134001.4446,46.7, 34.903, 34.903, 4.724, 3.644, 3.644, 85.13
0,655,6.33,0.00,0,0,49201544.600,134001.5446,46.9, 34.903, 34.903, 5.769, 3.293, 3.293, 92.79
0,656,6.34,0.00,0,0,49201644.600,134001.6446,47.0, 34.903, 4.724, 23.396, 6.640, 4.234, 98.28
0,657,6.35,0.00,0,0,49201744.600,134001.7446,47.0, 34.903, 34.903, 6.981, 3.644, 3.644, 81.00
0,658,6.36,0.00,0,0,49201844.600,134001.8446,47.4, 34.903, 34.903, 5.220, 3.644, 3.644, 85.58
0,659,6.37,0.00,0,0,49201944.600,134001.9446,47.2, 34.903, 34.903, 4.724, 3.297, 3.297, 101.74
0,660,6.38,0.00,0,0,49202044.600,134002.0446,46.7, 34.903, 7.788, 34.903, 6.640, 6.008, 102.63
0,661,6.39,0.00,0,0,49202144.600,134002.1446,46.5, 34.903, 5.769, 34.903, 6.640, 4.589, 116.34
0,662,6.40,0.00,0,0,49202244.600,134002.2446,46.8, 34.903, 25.857, 10.513, 4.378, 3.162, 120.65
0,663,6.41,0.00,0,0,49202344.600,134002.3446,47.0, 34.903, 31.582, 5.889, 4.451, 3.996, 111.83
0,664,6.42,0.00,0,0,49202444.600,134002.4446,47.2, 34.903, 34.903, 5.778, 3.635, 3.635, 116.43
0,665,6.43,0.00,0,0,49202544.600,134002.5446,47.3, 34.903, 28.577, 10.058, 4.451, 2.838, 108.10
0,666,6.44,0.00,0,0,49202644.600,134002.6446,47.6, 34.903, 6.781, 2.865, 6.008, 6.640, 138.70
0,667,6.45,0.00,0,0,49202744.600,134002.7446,47.0, 34.903, 9.512, 2.865, 6.593, 5.437, 118.78
0,668,6.46,0.00,0,0,49202844.600,134002.8446,46.9, 34.903, 7.788, 2.865, 6.640, 5.437, 108.11
0,669,6.47,0.00,0,0,49202944.600,134002.9446,46.8, 34.903, 17.333, 3.478, 5.437, 3.995, 94.41
0,670,6.48,0.00,0,0,49203044.600,134003.0446,46.8, 34.903, 34.903, 4.107, 3.588, 3.588, 89.73
0,671,6.49,0.00,0,0,49203144.600,134003.1446,47.0, 34.903, 34.903, 2.865, 5.261, 5.261, 96.32
0,672,6.50,0.00,0,0,49203244.600,134003.2446,47.3, 34.903, 9.512, 2.865, 6.640, 4.028, 106.72
0,673,6.51,0.00,0,0,49203344.600,134003.3446,46.9, 34.903, 7.047, 2.865, 6.008, 4.154, 116.18
0,674,6.52,0.00,0,0,49203444.600,134003.4446,47.3, 34.903, 7.047, 2.865, 4.028, 6.640, 140.25
0,675,6.53,0.00,0,0,49203544.600,134003.5446,46.8, 34.903, 6.376, 2.865, 6.640, 6.640, 118.60
0,676,6.54,0.00,0,0,49203644.600,134003.6446,47.0, 34.903, 6.408, 2.865, 6.640, 6.640, 115.05
0,677,6.55,0.00,0,0,49203744.600,134003.7446,46.6, 34.903, 10.513, 2.865, 6.640, 4.451, 106.08
0,678,6.56,0.00,0,0,49203844.600,134003.8446,46.5, 34.903, 8.607, 2.865, 6.640, 4.451, 111.30
0,679,6.57,0.00,0,0,49203944.600,134003.9446,46.7, 34.903, 7.788, 2.865, 6.640, 4.919, 98.93
0,680,6.58,0.00,0,0,49204044.600,134004.0446,46.9, 34.903, 19.155, 2.865, 6.640, 4.919, 90.77
0,681,6.59,0.00,0,0,49204144.600,134004.1446,47.1, 34.903, 34.903, 2.865, 6.640, 6.640, 99.15
0,682,6.60,0.00,0,0,49204244.600,134004.2446,47.4, 34.903, 34.903, 2.865, 6.640, 6.640, 99.43
0,683,6.61,0.00,0,0,49204344.600,134004.3446,46.9, 34.903, 34.903, 2.865, 6.640, 6.640, 97.47
0,684,6.62,0.00,0,0,49204444.600,134004.4446,47.5, 34.903, 9.512, 2.865, 6.008, 4.451, 108.75
0,685,6.62,0.00,0,0,49204544.600,134004.5446,47.5, 34.903, 32.405, 2.865, 6.008, 6.008, 100.89
0,686,6.63,0.00,0,0,49204644.600,134004.6446,46.9, 34.903, 34.903, 2.865, 4.710, 4.710, 106.73
0,687,6.64,0.00,0,0,49204744.600,134004.7446,47.1, 34.903, 34.903, 2.865, 4.800, 4.800, 105.95
0,688,6.65,0.00,0,0,49204844.600,134004.8446,46.9, 34.903, 34.903, 2.865, 5.407, 5.407, 99.12
0,689,6.66,0.00,0,0,49204944.600,134004.9446,47.2, 34.903, 34.903, 2.865, 4.651, 4.651, 105.77
0,690,6.67,0.00,0,0,49205044.600,134005.0446,47.7, 34.903, 31.582, 3.867, 4.451, 3.644, 93.99
0,691,6.68,0.00,0,0,49205144.600,134005.1446,47.8, 34.903, 34.903, 5.220, 3.644, 3.644, 81.36
0,692,6.69,0.00,0,0,49205244.600,134005.2446,47.7, 34.903, 34.903, 5.769, 3.297, 3.297, 83.30
0,693,6.70,0.00,0,0,49205344.600,134005.3446,47.7, 34.903, 34.903, 5.769, 3.644, 3.644, 88.33
0,694,6.71,0.00,0,0,49205444.600,134005.4446,47.6, 34.903, 34.903, 4.274, 3.644, 3.644, 92.97
0,695,6.72,0.00,0,0,49205544.600,134005.5446,47.4, 34.903, 34.903, 4.724, 3.644, 3.644, 80.84
0,696,6.73,0.00,0,0,49205644.600,134005.6446,47.4, 34.903, 34.903, 5.220, 3.644, 3.644, 69.98
0,697,6.74,0.00,0,0,49205744.600,134005.7446,47.4, 34.903, 34.903, 5.220, 3.297, 3.297, 85.17
0,698,6.75,0.00,0,0,49205844.600,134005.8446,47.4, 34.903, 34.903, 6.376, 3.165, 3.165, 88.84
0,699,6.76,0.00,0,0,49205944.600,134005.9446,47.2, 34.903, 34.903, 5.220, 3.283, 3.283, 81.93
0,700,6.77,0.00,0,0,49206044.600,134006.0446,45.3, 34.903, 34.903, 4.724, 3.644, 3.644, 87.41
0,701,6.78,0.00,0,0,49206144.600,134006.1446,45.2, 34.903, 34.903, 4.724, 3.644, 3.644, 103.03
0,702,6.79,0.00,0,0,49206244.600,134006.2446,45.5, 34.903, 34.903, 4.724, 3.644, 3.644, 82.33
0,703,6.80,0.00,0,0,49206344.600,134006.3446,45.4, 34.903, 34.903, 6.376, 3.202, 3.202, 80.26
0,704,6.81,0.00,0,0,49206444.600,134006.4446,44.9, 34.903, 31.582, 7.788, 3.876, 2.691, 94.56
0,705,6.82,0.00,0,0,49206544.700,134006.5447,45.6, 34.903, 34.903, 5.769, 3.280, 3.280, 95.17
0,706,6.83,0.00,0,0,49206644.600,134006.6446,45.4, 34.903, 34.903, 4.274, 3.644, 3.644, 93.22
0,707,6.84,0.00,0,0,49206744.700,134006.7447,45.2, 34.903, 34.903, 4.724, 3.260, 3.260, 96.66
0,708,6.85,0.00,0,0,49206844.700,134006.8447,45.5, 34.903, 7.047, 34.903, 6.316, 5.715, 89.95
0,709,6.86,0.00,0,0,49206944.700,134006.9447,45.4, 34.903, 5.769, 25.857, 6.640, 4.905, 98.36
0,710,6.87,0.00,0,0,49207044.600,134007.0446,45.3, 34.903, 28.576, 4.009, 5.190, 3.025, 98.17
0,711,6.88,0.00,0,0,49207144.700,134007.1447,45.4, 34.903, 31.582, 6.376, 4.337, 3.145, 101.19
0,712,6.89,0.00,0,0,49207244.700,134007.2447,45.2, 34.903, 11.618, 11.721, 6.640, 1.680, 110.76
0,713,6.90,0.00,0,0,49207344.700,134007.3447,45.4, 34.903, 5.769, 25.857, 6.640, 4.912, 97.77
0,714,6.91,0.00,0,0,49207444.700,134007.4447,45.6, 34.903, 5.769, 19.155, 6.640, 3.428, 96.75
0,715,6.91,0.00,0,0,49207544.700,134007.5447,45.1, 34.903, 7.047, 2.865, 6.008, 6.640, 121.12
0,716,6.92,0.00,0,0,49207644.700,134007.6447,45.4, 34.903, 12.301, 4.144, 6.008, 6.640, 101.51
0,717,6.93,0.00,0,0,49207744.700,134007.7447,46.3, 34.903, 14.177, 5.514, 5.333, 4.642, 105.73
0,718,6.94,0.00,0,0,49207844.700,134007.8447,46.2, 34.903, 34.903, 2.865, 5.660, 5.660, 103.51
0,719,6.95,0.00,0,0,49207944.700,134007.9447,46.6, 34.903, 34.903, 2.865, 4.089, 4.089, 103.61
0,720,6.96,0.00,0,0,49208044.700,134008.0447,46.4, 34.903, 7.788, 2.865, 6.640, 6.640, 107.53
0,721,6.97,0.00,0,0,49208144.700,134008.1447,46.6, 34.903, 6.376, 2.865, 6.008, 6.640, 113.01
0,722,6.98,0.00,0,0,49208244.700,134008.2447,46.5, 34.903, 9.512, 2.865, 6.640, 4.028, 100.27
0,723,6.99,0.00,0,0,49208344.700,134008.3447,46.2, 34.903, 6.376, 2.865, 6.640, 6.640, 106.57
0,724,7.00,0.00,0,0,49208444.700,134008.4447,46.4, 34.903, 7.047, 2.865, 4.451, 6.640, 126.44
0,725,7.01,0.00,0,0,49208544.700,134008.5447,46.1, 34.903, 7.047, 2.865, 6.640, 6.640, 109.77
0,726,7.02,0.00,0,0,49208644.700,134008.6447,45.8, 34.903, 8.607, 2.865, 6.640, 4.028, 111.14
0,727,7.03,0.00,0,0,49208744.700,134008.7447,46.2, 34.903, 7.788, 2.865, 6.640, 4.919, 124.90
0,728,7.04,0.00,0,0,49208844.700,134008.8447,45.8, 34.903, 7.788, 2.865, 6.640, 6.008, 124.08
0,729,7.05,0.00,0,0,49208944.700,134008.9447,46.1, 34.903, 7.788, 2.865, 6.640, 6.008, 114.24
0,730,7.06,0.00,0,0,49209044.700,134009.0447,46.1, 34.903, 6.376, 2.865, 6.640, 6.640, 114.05
0,731,7.07,0.00,0,0,49209144.700,134009.1447,46.2, 34.903, 12.840, 2.865, 6.640, 4.451, 110.40
0,732,7.08,0.00,0,0,49209244.700,134009.2447,46.7, 34.903, 32.901, 2.865, 6.640, 6.640, 105.06
0,733,7.09,0.00,0,0,49209344.700,134009.3447,46.8, 34.903, 7.788, 2.865, 6.640, 6.640, 114.56
0,734,7.10,0.00,0,0,49209444.700,134009.4447,46.2, 34.903, 17.333, 2.865, 3.871, 6.640, 126.82
0,735,7.11,0.00,0,0,49209544.700,134009.5447,46.5, 34.903, 34.903, 2.865, 4.187, 4.187, 115.11
0,736,7.12,0.00,0,0,49209644.700,134009.6447,46.5, 34.903, 34.903, 2.865, 3.862, 3.862, 114.40
0,737,7.13,0.00,0,0,49209744.700,134009.7447,46.5, 34.903, 23.396, 4.158, 5.437, 1.217, 121.44
0,738,7.14,0.00,0,0,49209844.700,134009.8447,45.8, 34.903, 34.903, 3.531, 3.297, 3.297, 116.91
0,739,7.15,0.00,0,0,49209944.700,134009.9447,45.4, 34.903, 34.903, 3.867, 3.297, 3.297, 115.10
0,740,7.16,0.00,0,0,49210044.700,134010.0447,45.4, 34.903, 34.903, 5.220, 3.644, 3.644, 95.19
0,741,7.17,0.00,0,0,49210144.700,134010.1447,45.7, 34.903, 34.903, 5.769, 3.644, 3.644, 77.10
0,742,7.18,0.00,0,0,49210244.700,134010.2447,46.0, 34.903, 34.903, 3.867, 3.644, 3.644, 83.81
0,743,7.19,0.00,0,0,49210344.700,134010.3447,45.9, 34.903, 34.903, 4.274, 3.297, 3.297, 90.45
0,744,7.20,0.00,0,0,49210444.700,134010.4447,46.0, 34.903, 34.903, 4.274, 3.297, 3.297, 94.83
0,745,7.21,0.00,0,0,49210544.700,134010.5447,45.8, 34.903, 34.903, 4.724, 3.297, 3.297, 105.32
0,746,7.21,0.00,0,0,49210644.700,134010.6447,45.7, 34.903, 34.903, 5.220, 3.641, 3.641, 87.05
0,747,7.22,0.00,0,0,49210744.700,134010.7447,45.8, 34.903, 34.903, 5.220, 3.644, 3.644, 75.65
0,748,7.23,0.00,0,0,49210844.700,134010.8447,45.9, 34.903, 34.903, 4.274, 3.644, 3.644, 85.24
0,749,7.24,0.00,0,0,49210944.700,134010.9447,45.9, 34.903, 34.903, 4.274, 3.644, 3.644, 81.29
0,750,7.25,0.00,0,0,49211044.700,134011.0447,46.2, 34.903, 34.903, 4.724, 3.644, 3.644, 86.53
0,751,7.26,0.00,0,0,49211144.700,134011.1447,45.7, 34.903, 34.903, 4.724, 3.644, 3.644, 96.70
0,752,7.27,0.00,0,0,49211244.700,134011.2447,45.4, 34.903, 34.903, 5.220, 3.644, 3.644, 86.08
0,753,7.28,0.00,0,0,49211344.700,134011.3447,45.6, 34.903, 34.903, 4.724, 3.644, 3.644, 75.39
0,754,7.29,0.00,0,0,49211444.700,134011.4447,45.7, 34.903, 34.903, 5.220, 3.644, 3.644, 75.58
0,755,7.30,0.00,0,0,49211544.700,134011.5447,45.6, 34.903, 34.903, 4.724, 4.025, 4.025, 82.88
0,756,7.31,0.00,0,0,49211644.700,134011.6447,46.0, 34.903, 34.903, 5.220, 3.644, 3.644, 87.55
0,757,7.32,0.00,0,0,49211744.700,134011.7447,45.5, 34.903, 34.903, 4.274, 3.644, 3.644, 93.52
0,758,7.33,0.00,0,0,49211844.700,134011.8447,45.7, 34.903, 34.903, 4.274, 3.297, 3.297, 105.94
0,759,7.34,0.00,0,0,49211944.700,134011.9447,45.6, 34.903, 34.903, 4.724, 3.644, 3.644, 102.20
0,760,7.35,0.00,0,0,49212044.700,134012.0447,45.3, 34.903, 34.903, 4.636, 3.644, 3.644, 102.87
0,761,7.36,0.00,0,0,49212144.700,134012.1447,45.9, 34.903, 15.683, 2.865, 6.640, 4.919, 99.76
0,762,7.37,0.00,0,0,49212244.700,134012.2447,46.3, 34.903, 7.788, 2.865, 4.451, 6.640, 132.55
0,763,7.38,0.00,0,0,49212344.700,134012.3447,46.5, 34.903, 7.047, 2.865, 6.640, 6.640, 117.20
0,764,7.39,0.00,0,0,49212444.700,134012.4447,46.4, 34.903, 31.582, 8.854, 4.028, 3.113, 93.71
0,765,7.40,0.00,0,0,49212544.700,134012.5447,45.8, 34.903, 25.757, 15.683, 5.437, 1.196, 87.95
0,766,7.41,0.00,0,0,49212644.700,134012.6447,45.6, 34.903, 4.724, 28.577, 6.640, 4.680, 115.21
0,767,7.42,0.00,0,0,49212744.700,134012.7447,45.1, 34.903, 7.047, 34.903, 6.640, 5.437, 118.33
0,768,7.43,0.00,0,0,49212844.700,134012.8447,45.2, 34.903, 6.376, 2.865, 4.451, 6.640, 157.71
0,769,7.44,0.00,0,0,49212944.700,134012.9447,45.4, 34.903, 34.903, 2.865, 5.013, 5.013, 101.26
0,770,7.45,0.00,0,0,49213044.700,134013.0447,45.2, 34.903, 34.903, 2.865, 5.194, 5.194, 113.39
0,771,7.46,0.00,0,0,49213144.700,134013.1447,45.5, 34.903, 23.396, 9.512, 4.258, 2.585, 110.74
0,772,7.47,0.00,0,0,49213244.700,134013.2447,45.7, 34.903, 27.946, 6.376, 5.254, 1.749, 90.93
0,773,7.48,0.00,0,0,49213344.700,134013.3447,46.0, 34.903, 11.163, 3.166, 5.437, 6.640, 112.22
0,774,7.49,0.00,0,0,49213444.700,134013.4447,46.0, 34.903, 25.857, 2.865, 6.539, 6.640, 106.07
0,775,7.50,0.00,0,0,49213544.700,134013.5447,45.8, 28.577, 4.724, 23.396, 6.640, 6.318, 149.96
0,776,7.50,0.00,0,0,49213644.700,134013.6447,45.8, 34.903, 34.903, 2.865, 5.838, 5.838, 93.47
0,777,7.51,0.00,0,0,49213744.700,134013.7447,45.7, 34.903, 7.047, 2.865, 6.640, 6.640, 116.45
0,778,7.52,0.00,0,0,49213844.700,134013.8447,45.7, 34.903, 8.607, 2.865, 6.640, 4.028, 110.07
0,779,7.53,0.00,0,0,49213944.700,134013.9447,45.5, 34.903, 34.903, 2.865, 6.008, 6.008, 92.19
0,780,7.54,0.00,0,0,49214044.700,134014.0447,45.7, 34.903, 9.512, 2.865, 6.640, 4.451, 100.85
0,781,7.55,0.00,0,0,49214144.700,134014.1447,44.8, 34.903, 9.512, 2.865, 6.640, 4.451, 105.12
0,782,7.56,0.00,0,0,49214244.700,134014.2447,45.2, 34.903, 34.903, 2.865, 6.640, 6.640, 96.62
0,783,7.57,0.00,0,0,49214344.700,134014.3447,45.4, 34.903, 18.953, 2.865, 6.640, 4.919, 100.85
0,784,7.58,0.00,0,0,49214444.700,134014.4447,45.4, 34.903, 8.607, 2.865, 6.640, 4.028, 114.94
0,785,7.59,0.00,0,0,49214544.700,134014.5447,45.4, 34.903, 15.683, 2.865, 6.640, 4.919, 110.91
0,786,7.60,0.00,0,0,49214644.700,134014.6447,45.0, 34.903, 34.903, 2.865, 5.903, 5.903, 102.57
0,787,7.61,0.00,0,0,49214744.700,134014.7447,45.0, 34.903, 17.333, 2.865, 6.640, 5.437, 109.58
0,788,7.62,0.00,0,0,49214844.700,134014.8447,44.9, 34.903, 14.191, 2.865, 6.640, 4.919, 106.93
0,789,7.63,0.00,0,0,49214944.700,134014.9447,44.8, 34.903, 34.903, 2.865, 5.960, 5.960, 94.60
0,790,7.64,0.00,0,0,49215044.700,134015.0447,45.1, 34.903, 34.903, 2.865, 6.008, 6.008, 99.87
0,791,7.65,0.00,0,0,49215144.700,134015.1447,44.8, 34.903, 34.903, 2.865, 4.158, 4.158, 103.20
0,792,7.66,0.00,0,0,49215244.700,134015.2447,45.2, 34.903, 34.903, 2.865, 4.139, 4.139, 97.29
0,793,7.67,0.00,0,0,49215344.700,134015.3447,44.8, 34.903, 34.903, 2.865, 4.208, 4.208, 96.02
0,794,7.68,0.00,0,0,49215444.700,134015.4447,45.3, 34.903, 34.903, 3.499, 3.297, 3.297, 123.98
0,795,7.69,0.00,0,0,49215544.700,134015.5447,45.5, 34.903, 34.903, 4.274, 3.644, 3.644, 104.23
0,796,7.70,0.00,0,0,49215644.700,134015.6447,45.6, 34.903, 34.903, 3.867, 3.644, 3.644, 107.31
0,797,7.71,0.00,0,0,49215744.700,134015.7447,45.2, 34.903, 34.903, 4.274, 3.644, 3.644, 97.48
0,798,7.72,0.00,0,0,49215844.700,134015.8447,45.1, 34.903, 34.903, 3.867, 3.644, 3.644, 106.71
0,799,7.73,0.00,0,0,49215944.700,134015.9447,45.1, 34.903, 34.903, 2.865, 6.640, 6.640, 98.93
0,800,7.74,0.00,0,0,49216044.700,134016.0447,45.2, 34.903, 34.903, 5.268, 3.297, 3.297, 96.80
0,801,7.75,0.00,0,0,49216144.700,134016.1447,45.6, 34.903, 34.903, 4.724, 3.644, 3.644, 81.75
0,802,7.76,0.00,0,0,49216244.700,134016.2447,45.8, 34.903, 34.903, 5.220, 3.644, 3.644, 92.06
0,803,7.77,0.00,0,0,49216344.700,134016.3447,45.8, 34.903, 34.903, 5.769, 3.644, 3.644, 85.05
0,804,7.78,0.00,0,0,49216444.700,134016.4447,45.8, 34.903, 34.903, 5.769, 3.644, 3.644, 69.58
0,805,7.79,0.00,0,0,49216544.700,134016.5447,45.8, 34.903, 34.903, 6.376, 3.644, 3.644, 68.43
0,806,7.79,0.00,0,0,49216644.700,134016.6447,45.9, 34.903, 34.903, 7.328, 3.288, 3.288, 86.10
0,807,7.80,0.00,0,0,49216744.700,134016.7447,45.2, 34.903, 34.903, 7.549, 3.639, 3.639, 84.89
0,808,7.81,0.00,0,0,49216844.700,134016.8447,45.3, 34.903, 34.903, 5.220, 3.644, 3.644, 79.33
0,809,7.82,0.00,0,0,49216944.700,134016.9447,45.5, 34.903, 34.903, 4.724, 3.297, 3.297, 93.29
0,810,7.83,0.00,0,0,49217044.700,134017.0447,45.1, 34.903, 7.788, 31.582, 6.316, 6.316, 98.42
0,811,7.84,0.00,0,0,49217144.700,134017.1447,45.7, 34.903, 34.903, 4.776, 3.297, 3.297, 103.06
0,812,7.85,0.00,0,0,49217244.700,134017.2447,45.8, 34.903, 34.903, 4.274, 3.297, 3.297, 115.27
0,813,7.86,0.00,0,0,49217344.700,134017.3447,45.4, 34.903, 34.903, 4.403, 3.117, 3.117, 118.86
0,814,7.87,0.00,0,0,49217444.700,134017.4447,45.5, 34.903, 17.359, 3.691, 4.919, 3.863, 115.26
0,815,7.88,0.00,0,0,49217544.700,134017.5447,45.3, 34.903, 10.562, 2.865, 4.919, 6.640, 124.81
0,816,7.89,0.00,0,0,49217644.700,134017.6447,45.3, 34.903, 6.880, 19.103, 5.437, 3.138, 117.02
0,817,7.90,0.00,0,0,49217744.700,134017.7447,45.3, 34.903, 8.107, 10.513, 6.640, 1.722, 105.67
0,818,7.91,0.00,0,0,49217844.700,134017.8447,45.2, 34.903, 9.512, 2.865, 6.640, 4.451, 103.27
0,819,7.92,0.00,0,0,49217944.700,134017.9447,45.1, 34.903, 34.903, 3.215, 4.028, 4.028, 94.67
0,820,7.93,0.00,0,0,49218044.700,134018.0447,45.3, 34.903, 10.513, 2.865, 6.640, 6.640, 106.44
0,821,7.94,0.00,0,0,49218144.700,134018.1447,45.4, 34.903, 7.788, 2.865, 6.640, 6.640, 107.12
0,822,7.95,0.00,0,0,49218244.700,134018.2447,45.4, 34.903, 21.170, 3.539, 5.869, 4.861, 83.43
0,823,7.96,0.00,0,0,49218344.700,134018.3447,45.2, 34.903, 6.376, 2.865, 6.640, 6.640, 102.17
0,824,7.97,0.00,0,0,49218444.700,134018.4447,45.4, 34.903, 34.903, 2.865, 4.878, 4.878, 91.42
0,825,7.98,0.00,0,0,49218544.700,134018.5447,45.3, 34.903, 28.154, 2.865, 6.640, 5.437, 96.00
0,826,7.99,0.00,0,0,49218644.700,134018.6447,45.2, 34.903, 34.903, 2.865, 6.450, 6.450, 102.45
0,827,8.00,0.00,0,0,49218744.700,134018.7447,45.3, 34.903, 26.432, 2.865, 6.640, 6.640, 107.57
0,828,8.01,0.00,0,0,49218844.700,134018.8447,44.6, 34.903, 8.607, 2.865, 6.640, 4.451, 114.42
0,829,8.02,0.00,0,0,49218944.700,134018.9447,44.3, 34.903, 23.396, 2.865, 6.640, 6.008, 105.50
0,830,8.03,0.00,0,0,49219044.700,134019.0447,44.2, 34.903, 34.903, 2.865, 6.008, 6.008, 95.62
0,831,8.04,0.00,0,0,49219144.700,134019.1447,44.4, 34.903, 31.582, 2.865, 4.838, 3.584, 95.65
0,832,8.05,0.00,0,0,49219244.700,134019.2447,44.7, 34.903, 34.903, 3.867, 3.297, 3.297, 100.86
0,833,8.06,0.00,0,0,49219344.700,134019.3447,44.7, 34.903, 34.903, 2.865, 4.007, 4.007, 108.61
0,834,8.07,0.00,0,0,49219444.700,134019.4447,45.1, 34.903, 8.607, 2.865, 6.640, 5.437, 111.76
0,835,8.08,0.00,0,0,49219544.700,134019.5447,45.0, 34.903, 9.512, 2.865, 6.640, 4.451, 110.78
0,836,8.09,0.00,0,0,49219644.700,134019.6447,44.7, 34.903, 34.903, 2.865, 5.154, 5.154, 106.52
0,837,8.09,0.00,0,0,49219744.700,134019.7447,44.7, 34.903, 34.903, 3.827, 3.644, 3.644, 123.49
0,838,8.10,0.00,0,0,49219844.700,134019.8447,45.1, 34.903, 10.513, 2.865, 6.640, 4.919, 112.40
0,839,8.11,0.00,0,0,49219944.700,134019.9447,45.0, 34.903, 34.903, 3.986, 2.984, 2.984, 118.48
0,840,8.12,0.00,0,0,49220044.700,134020.0447,45.6, 34.903, 34.903, 3.166, 3.297, 3.297, 106.87
0,841,8.13,0.00,0,0,49220144.700,134020.1447,45.6, 34.903, 34.903, 2.865, 4.776, 4.776, 104.24
0,842,8.14,0.00,0,0,49220244.700,134020.2447,45.9, 34.903, 34.903, 3.867, 3.644, 3.644, 122.68
0,843,8.15,0.00,0,0,49220344.700,134020.3447,46.1, 34.903, 34.903, 2.865, 4.028, 4.028, 108.29
0,844,8.16,0.00,0,0,49220444.700,134020.4447,45.3, 34.903, 34.903, 2.865, 5.609, 5.609, 91.84
0,845,8.17,0.00,0,0,49220544.700,134020.5447,45.2, 34.903, 34.903, 3.867, 3.297, 3.297, 107.87
0,846,8.18,0.00,0,0,49220644.700,134020.6447,45.4, 34.903, 34.903, 3.867, 3.644, 3.644, 100.19
0,847,8.19,0.00,0,0,49220744.700,134020.7447,46.3, 34.903, 34.903, 2.865, 4.028, 4.028, 103.89
0,848,8.20,0.00,0,0,49220844.700,134020.8447,46.5, 34.903, 34.903, 5.220, 3.297, 3.297, 91.52
0,849,8.21,0.00,0,0,49220944.700,134020.9447,46.9, 34.903, 34.903, 4.724, 3.644, 3.644, 83.82
0,850,8.22,0.00,0,0,49221044.700,134021.0447,46.5, 34.903, 34.903, 3.867, 3.297, 3.297, 127.19
0,851,8.23,0.00,0,0,49221144.700,134021.1447,46.9, 34.903, 34.903, 3.867, 3.297, 3.297, 133.36
0,852,8.24,0.00,0,0,49221244.700,134021.2447,46.4, 34.903, 34.903, 4.274, 3.644, 3.644, 94.67
0,853,8.25,0.00,0,0,49221344.700,134021.3447,46.4, 34.903, 34.903, 4.274, 3.297, 3.297, 91.53
0,854,8.26,0.00,0,0,49221444.700,134021.4447,46.5, 34.903, 34.903, 4.724, 3.644, 3.644, 89.23
0,855,8.27,0.00,0,0,49221544.700,134021.5447,45.8, 34.903, 34.903, 4.724, 3.644, 3.644, 98.79
0,856,8.28,0.00,0,0,49221644.700,134021.6447,45.7, 34.903, 34.903, 3.867, 3.297, 3.297, 129.16
0,857,8.29,0.00,0,0,49221744.700,134021.7447,45.7, 34.903, 28.577, 5.667, 4.621, 1.967, 120.27
0,858,8.30,0.00,0,0,49221844.700,134021.8447,45.7, 34.903, 34.903, 5.769, 3.250, 3.250, 90.72
