;recorded by GEM.dll
Line,Sample,Mark,Status,GPSStat,Time[ms],PowerLn1,I1_450Hz,Q1_450Hz,I1_1530Hz,Q1_1530Hz,I1_5310Hz,Q1_5310Hz,I1_18330Hz,Q1_18330Hz,I1_63030Hz,Q1_63030Hz,Q1_SumC
 1,173, 0,0,1,539441544,37.2, 33543.645,22222.564,52623.480,23322.186,72052.023,19789.049,86010.164,13106.031,98969.328,6575.702,85015.531
 1,174, 0,0,1,539442544,36.7, 33727.383,22420.176,52776.059,23211.965,72074.961,19681.680,86381.086,12977.908,99461.938,6071.531,84363.258
 1,175, 0,0,1,539443544,36.8, 33934.781,22426.678,52686.098,23323.258,71783.523,19775.424,85958.891,13050.298,98842.758,6491.470,85067.125
 1,176, 0,0,1,539444544,36.2, 33638.871,21983.074,52636.230,23216.283,71951.984,19802.033,85884.688,12824.345,98104.508,7337.786,85163.523
 1,177, 0,0,1,539445544,36.0, 33745.438,22174.605,52725.066,23191.586,72035.641,19276.730,86312.391,13177.021,99592.102,6840.988,84660.938
 1,178, 0,0,1,539446544,36.2, 33676.395,21995.953,53094.078,23341.611,72238.883,19922.865,86255.094,13225.364,98554.273,7169.722,85655.516
 1,179, 0,0,1,539447544,36.0, 33639.434,21961.996,52770.793,23256.566,72093.523,19886.053,86280.758,12639.706,98518.984,6626.404,84370.727
 1,180, 0,0,1,539448544,36.0, 33642.746,22550.604,52544.871,23368.645,72376.313,19765.891,86200.078,12886.913,98937.422,6101.406,84673.461
 1,181, 0,0,1,539449544,35.4, 33714.117,22270.660,52901.742,23402.230,71944.656,19246.891,86091.828,12867.887,99938.430,5371.724,83159.398
 1,182, 0,0,1,539450544,35.3, 33589.875,22317.393,52822.801,23140.793,71864.156,19670.768,86088.367,12919.938,98941.172,5841.144,83890.031
 1,183, 0,0,1,539451544,35.1, 33486.586,21873.176,52780.406,23173.791,71669.586,19576.764,86044.359,13046.851,100427.430,6265.350,83935.938
 1,184, 0,0,1,539452543,34.9, 33483.441,22097.623,52719.844,23045.688,72347.219,20142.869,86426.344,12821.536,99194.391,6326.607,84434.328
 1,185, 0,0,1,539453543,34.4, 33570.938,22109.875,52879.527,23342.836,71923.852,20019.666,85885.609,13040.215,99303.375,6117.165,84629.758
 1,186, 0,0,1,539454543,34.5, 33756.570,21963.832,52743.941,23314.088,71884.969,19722.689,86171.594,13137.896,98451.352,6519.834,84658.344
 1,187, 0,0,1,539455543,33.7, 33503.426,21837.213,52658.160,23489.994,71575.258,21316.158,86064.086,13147.043,99356.563,6560.140,86350.547
 1,188, 0,0,1,539456543,34.9, 33548.715,22110.459,52746.301,23349.961,72130.383,19788.551,86311.656,13250.819,99087.844,6617.182,85116.969
 1,189, 0,0,1,539457543,35.0, 33522.547,21841.645,53001.234,23405.006,72140.117,19866.326,86291.258,12790.933,98694.422,6085.272,83989.180
 1,190, 0,0,1,539458543,34.8, 33366.512,22146.877,52935.516,23168.420,71752.094,19707.193,86082.008,13064.582,99108.406,6359.763,84446.844
 1,191, 0,0,1,539459543,34.3, 33663.934,22169.830,52723.207,23118.564,70905.234,19967.414,85633.000,12677.896,99094.242,6501.193,84434.898
 1,192, 0,0,1,539460543,35.0, 33671.059,22075.854,52988.711,23430.563,71920.492,19541.393,86266.383,12650.211,99085.563,5815.882,83513.898
 1,193, 0,0,1,539461543,35.0, 33738.898,22226.352,52908.234,23418.180,72746.414,19825.783,85286.266,12723.578,98778.508,6301.741,84495.633
 1,194, 0,0,1,539462543,34.3, 33648.602,22548.697,52827.984,23550.871,71867.469,19305.287,86257.023,12950.071,98240.484,6017.696,84372.625
 1,195, 0,0,1,539463543,34.7, 33617.145,21958.820,52889.512,23417.471,71863.258,19643.891,86050.328,13059.847,98808.359,5628.396,83708.422
 1,196, 0,0,1,539464543,34.5, 33770.871,21938.045,53077.656,23176.701,72002.492,19759.225,86140.398,13069.930,98937.031,6823.909,84767.805
 1,197, 0,0,1,539465543,34.3, 33666.848,21893.705,52796.836,23311.738,72484.820,19766.900,86541.383,12771.296,98117.750,6609.517,84353.156
 1,198, 0,0,1,539466543,34.6, 33473.215,21866.510,52776.715,23286.232,72109.172,20129.008,86379.547,13084.966,98553.289,5996.483,84363.203
 1,199, 0,0,1,539467543,34.2, 33251.516,21641.016,52860.914,23181.117,72217.516,19846.801,86291.164,12926.782,98388.406,5646.919,83242.641
 1,200, 0,0,1,539468543,34.0, 33728.074,22143.549,52862.164,23430.902,72116.305,19370.490,85830.469,12677.373,100040.266,5895.895,83518.219
 1,201, 0,0,1,539469543,33.9, 33611.199,22328.998,52615.133,23724.586,71998.523,19794.256,86066.656,13100.865,99515.359,5862.324,84811.031
 1,202, 0,0,1,539470543,34.3, 33628.746,21692.758,52861.313,22933.766,72056.680,19789.611,86274.875,13170.165,99007.289,6680.630,84266.930
 1,203, 0,0,1,539471543,33.6, 33629.227,22443.926,52891.078,23423.645,72020.805,19556.725,85962.492,12893.319,99293.641,5303.337,83620.953
 1,204, 0,0,1,539472543,33.3, 33650.125,21939.076,52925.242,23470.207,71850.766,19572.072,86197.711,12894.447,99517.484,6605.527,84481.328
 1,205, 0,0,1,539473543,34.2, 34092.363,22177.463,52929.141,23089.793,71894.727,19259.129,85941.563,13019.073,99195.828,6473.661,84019.125
 1,206, 0,0,1,539474543,33.6, 33318.789,22025.857,52892.367,23380.461,72639.281,20130.842,86215.242,13112.255,99400.773,5846.142,84495.563
 1,207, 0,0,1,539475543,35.0, 33895.895,21942.744,52942.320,23217.895,71864.820,19208.428,86481.289,13335.611,99326.156,6659.325,84364.008
 1,208, 0,0,1,539476543,33.7, 33635.305,22147.525,52844.320,23160.430,72075.781,19195.529,86311.156,13009.820,98899.992,6686.595,84199.898
 1,209, 0,0,1,539477543,33.3, 33645.605,22110.725,53025.652,23188.047,72024.398,19529.039,86108.133,13102.585,99809.281,6695.886,84626.281
 1,210, 0,0,1,539478543,33.0, 33912.504,22134.502,52985.258,22983.420,72436.086,19568.736,86187.055,13096.407,98560.555,6334.837,84117.898
 1,211, 0,0,1,539479543,33.1, 33397.855,22480.150,52886.203,23329.205,71980.070,19374.955,86155.695,13080.009,99895.688,6269.191,84533.516
 1,212, 0,0,1,539480543,32.8, 33860.777,22208.396,52845.707,23552.084,72027.281,20050.150,86035.086,12931.922,99508.367,6531.841,85274.398
 1,213, 0,0,1,539481543,33.0, 33294.559,21952.139,52660.426,23046.051,72481.344,19460.201,86111.086,13119.775,98754.672,5064.645,82642.813
 1,214, 0,0,1,539482543,33.0, 33753.191,22250.869,52955.117,23389.186,72465.625,19537.877,86154.109,12931.667,98861.313,6013.400,84122.992
 1,215, 0,0,1,539483543,33.0, 33726.348,22014.877,52809.352,23187.646,71989.797,19954.537,86300.883,13008.286,98943.398,6384.412,84549.766
 1,216, 0,0,1,539484543,33.2, 33700.113,22149.480,52788.613,23115.150,72079.828,20053.047,86055.000,12936.004,99431.898,6693.709,84947.398
 1,217, 0,0,1,539485543,33.2, 33553.852,22040.162,52875.156,23259.336,72044.219,19641.238,86106.805,13393.725,99447.695,5519.628,83854.086
 1,218, 0,0,1,539486543,33.1, 33634.039,21916.221,52989.688,23453.281,72175.266,19906.855,86092.320,12933.086,99280.820,6300.992,84510.430
 1,219, 0,0,1,539487543,33.0, 33698.742,21955.482,52830.160,23070.047,72180.695,20298.266,86055.859,13157.048,99156.891,6854.286,85335.133
 1,220, 0,0,1,539488543,32.9, 33819.113,22397.371,52739.070,23405.730,71587.852,19668.838,86188.859,13059.130,98946.930,7133.308,85664.375
 1,221, 0,0,1,539489543,33.0, 33393.746,22488.557,53043.523,23601.699,72073.414,19382.525,86090.047,13025.022,99414.180,7436.177,85933.984
 1,222, 0,0,1,539490543,33.4, 33604.785,21522.123,52691.332,23441.873,71965.492,19186.977,85950.438,12892.265,99349.328,6695.077,83738.313
 1,223, 0,0,1,539491543,33.6, 33711.898,21894.230,52708.793,23446.115,72152.406,19715.207,85964.898,12980.822,98801.234,6960.188,84996.563
 1,224, 0,0,1,539492543,33.6, 33879.473,22723.584,52733.141,23303.277,72169.820,19405.475,86153.297,12904.326,99050.516,6803.521,85140.188
 1,225, 0,0,1,539493543,33.4, 33614.543,22072.105,52802.133,23375.371,72306.984,19477.279,86402.453,13090.340,98572.289,6148.289,84163.383
 1,226, 0,0,1,539494543,33.9, 33901.773,22375.473,52984.117,23501.119,71852.688,19566.166,86049.930,12966.221,97861.766,5511.189,83920.164
 1,227, 0,0,1,539495543,33.0, 33796.277,22506.248,52534.383,23303.094,72346.094,19826.303,86060.203,12953.681,98994.016,5936.854,84526.180
 1,228, 0,0,1,539496543,33.4, 33393.422,22043.900,52657.824,23335.742,72310.680,19151.756,85565.086,13075.988,98889.422,5614.091,83221.484
 1,229, 0,0,1,539497543,33.7, 33828.395,21833.186,52927.227,23563.975,72127.070,19308.184,85609.734,12881.619,99353.898,6667.381,84254.344
 1,230, 0,0,1,539498543,34.2, 33762.977,22220.068,52956.059,23154.877,72424.461,19053.590,86133.367,12835.416,99425.828,6544.369,83808.320
 1,231, 0,0,1,539499543,33.7, 33422.203,22255.998,52808.578,23338.275,71963.898,19304.523,86473.461,12970.290,99078.227,6325.082,84194.172
 1,232, 0,0,1,539500543,33.3, 33605.293,22055.396,52650.781,23128.039,71504.211,19320.318,85940.563,12816.485,98618.094,6553.121,83873.359
 1,233, 0,0,1,539501543,33.6, 33526.871,22199.361,52897.168,23059.523,72220.531,19445.563,86129.359,12746.321,99591.836,6788.719,84239.484
 1,234, 0,0,1,539502543,33.1, 33615.754,22045.129,52898.418,23227.182,71545.375,19611.268,86395.047,12878.057,98711.211,6511.464,84273.094
 1,235, 0,0,1,539503543,33.5, 33687.898,22017.242,52874.039,23053.203,72363.828,19734.225,86092.008,13154.622,98238.977,7207.008,85166.305
 1,236, 0,0,1,539504543,33.1, 33778.000,22148.525,52956.758,23185.951,72039.234,19367.840,85590.945,12302.339,98758.945,6634.667,83639.320
 1,237, 0,0,1,539505543,33.9, 33693.039,22185.355,52677.766,23193.373,71852.359,19195.061,86068.742,13268.784,98224.281,5926.613,83769.188
 1,238, 0,0,1,539506543,34.7, 33598.223,22254.529,52805.789,23298.738,71971.438,19536.512,86199.625,13113.734,98800.406,6770.481,84974.000
 1,239, 0,0,1,539507543,34.1, 33636.023,22028.146,52638.938,23314.568,72059.695,19459.752,86224.164,13059.523,98876.078,5313.685,83175.680
 1,240, 0,0,1,539508543,33.6, 33606.055,22009.523,52889.695,23315.889,72177.328,19770.621,86021.086,13150.076,99070.063,5845.390,84091.500
 1,241, 0,0,1,539509543,33.1, 34093.695,22468.252,52623.148,23126.752,71976.070,19593.449,86119.852,13267.156,99473.867,6872.224,85327.836
 1,242, 0,0,1,539510543,32.9, 33479.359,21975.693,52801.711,23123.266,71803.008,19921.059,85797.117,13149.897,98669.727,6674.290,84844.203
 1,243, 0,0,1,539511543,32.5, 33567.086,22254.066,52898.055,23270.986,71785.813,19453.566,86029.984,12876.012,99445.563,6078.557,83933.188
 1,244, 0,0,1,539512543,32.6, 33771.895,22193.561,52961.797,23139.645,72260.664,19666.271,85974.195,13047.617,99119.906,6573.880,84620.977
 1,245, 0,0,1,539513543,33.0, 33582.004,22083.117,52848.977,23143.479,72048.961,19734.092,86102.867,12905.270,98715.180,6833.853,84699.805
 1,246, 0,0,1,539514543,32.8, 33765.180,21963.652,52761.102,23277.570,72042.578,19503.777,86154.297,12881.676,98979.781,5882.700,83509.375
 1,247, 0,0,1,539515543,32.7, 33743.453,21932.479,52888.473,23194.197,72567.711,19773.906,86172.563,12932.323,99620.516,6199.986,84032.891
 1,248, 0,0,1,539516543,33.0, 33950.586,22382.883,52722.234,23152.451,71948.438,20024.229,85846.938,12758.523,98187.352,8126.291,86444.375
 1,249, 0,0,1,539517543,32.6, 33640.211,21979.799,52941.676,23109.307,72332.313,19656.078,86226.820,12899.868,99347.180,6921.658,84566.711
 1,250, 0,0,1,539518543,32.6, 33788.469,22229.633,52780.551,23196.695,72225.172,19795.930,86326.813,13005.062,99262.664,5568.679,83796.000
 1,251, 0,0,1,539519543,33.4, 33772.203,22112.463,52830.324,23280.520,71843.820,19777.650,85954.766,12868.438,98464.453,6972.563,85011.633
 1,252, 0,0,1,539520543,33.8, 33708.758,22431.635,52796.586,23546.615,71769.523,19932.344,86298.773,12602.507,99884.938,5677.999,84191.102
 1,253, 0,0,1,539521543,33.5, 33646.984,22333.895,52865.352,23391.096,72510.063,19916.490,86336.313,12835.193,100432.789,6219.779,84696.461
 1,254, 0,0,1,539522543,33.7, 33744.375,22069.684,52950.641,23299.662,72140.141,19697.631,86116.469,12824.555,99196.273,6214.201,84105.734
 1,255, 0,0,1,539523543,33.1, 33456.266,21971.234,52844.633,23313.365,72158.070,19411.389,85848.688,12727.238,98812.453,6397.253,83820.484
 1,256, 0,0,1,539524544,33.4, 34042.641,21749.824,52883.105,23327.475,72270.234,19765.678,86186.102,12791.384,98778.555,7443.285,85077.641
 1,257, 0,0,1,539525543,33.1, 33634.816,22262.438,52905.340,23205.213,71861.227,19631.135,86252.438,13102.879,99066.023,5922.987,84124.641
 1,258, 0,0,1,539526543,33.2, 33663.871,22119.350,52729.348,23388.547,71869.914,19893.109,85953.281,12720.211,99214.945,6171.440,84292.656
 1,259, 0,0,1,539527543,33.3, 33739.555,22425.473,52718.375,23344.348,72220.680,19574.721,85991.602,12899.255,98868.445,5890.656,84134.453
 1,260, 0,0,1,539528543,33.0, 33824.383,21776.881,52887.141,23399.672,72258.563,19663.008,86182.422,12822.088,99152.086,6677.945,84339.594
 1,261, 0,0,1,539529543,32.6, 33774.793,22101.932,52857.223,23282.893,72307.695,19683.086,86152.203,13092.637,98611.555,6046.021,84206.570
 1,262, 0,0,1,539530543,32.7, 33781.801,22440.840,52834.066,23235.137,71898.914,19395.195,85679.563,12606.873,98534.344,6259.542,83937.586
 1,263, 0,0,1,539531543,33.0, 33674.234,21856.824,52872.504,23384.709,72214.422,19417.961,85826.078,12822.903,99365.320,5825.433,83307.828
 1,264, 0,0,1,539532543,33.5, 33679.746,22238.412,52841.668,23498.715,71383.117,19334.248,85871.492,13325.214,99567.938,6812.749,85209.336
 1,265, 0,0,1,539533543,32.9, 34057.297,22220.785,52770.629,23323.861,72363.906,19683.115,85899.797,12765.488,98867.813,5830.487,83823.734
 1,266, 0,0,1,539534543,32.8, 33048.023,21941.986,52698.559,23217.256,72203.438,19935.639,86455.563,12499.651,98727.273,6663.537,84258.070
 1,267, 0,0,1,539535543,32.7, 33740.020,22240.457,52967.754,23264.682,71710.102,19534.551,85839.555,13058.488,99249.570,6632.386,84730.563
 1,268, 0,0,1,539536543,32.5, 33620.359,22153.762,52771.086,23175.926,71712.969,19930.668,85855.336,13168.637,99306.070,7048.037,85477.031
 1,269, 0,0,1,539537543,33.4, 33577.637,22161.441,52918.258,23106.936,72487.883,19742.766,86076.125,12803.205,99115.977,7063.525,84877.867
 1,270, 0,0,1,539538543,33.9, 33809.410,21941.078,52894.684,23333.504,72157.570,19571.299,86316.945,13066.999,99514.664,6536.625,84449.508
 1,271, 0,0,1,539539543,33.6, 33893.156,22516.004,52926.063,23265.197,71712.859,19320.965,87051.086,12563.567,99106.484,6379.829,84045.563
 1,272, 0,0,1,539540543,34.1, 33892.105,22345.254,52784.789,23116.645,72054.148,19760.797,86128.766,13076.415,99360.250,6255.226,84554.336
 1,273, 0,0,1,539541543,34.3, 33810.781,22323.148,52851.961,23243.631,72156.102,19639.850,86493.719,12997.506,99429.641,5682.546,83886.688
 1,274, 0,0,1,539542543,34.1, 33765.844,22078.742,52899.129,23128.758,72103.766,19679.738,86332.891,12918.375,99111.336,6223.488,84029.094
 1,275, 0,0,1,539543543,33.6, 33878.270,21747.047,53122.078,23178.637,72189.234,19811.533,86111.195,13113.945,99391.695,5864.864,83716.031
 1,276, 0,0,1,539544543,33.7, 33897.023,22190.055,52982.781,23161.797,72188.211,19637.787,86083.891,13181.479,99365.484,6819.421,84990.539
 1,277, 0,0,1,539545543,33.8, 33754.000,22017.545,52837.215,23227.658,71881.633,19739.533,86194.148,12741.569,98925.695,7301.820,85028.125
 1,278, 0,0,1,539546543,33.8, 33765.754,21970.053,52839.012,23311.316,72098.023,19581.496,86183.617,12607.696,99465.367,6740.936,84211.500
 1,279, 0,0,1,539547543,33.6, 33596.418,22326.156,52974.473,22922.188,71904.852,19821.189,86297.508,12805.563,98155.906,6595.030,84470.125
 1,280, 0,0,1,539548543,34.5, 33704.594,22113.842,52867.363,23136.604,72550.953,20055.836,86130.961,12956.110,99473.398,6141.624,84404.016
 1,281, 0,0,1,539549543,34.8, 33869.750,21919.656,52849.156,23323.191,71899.336,19729.129,86284.461,12820.342,100293.555,6918.004,84710.328
 1,282, 0,0,1,539550543,35.7, 33459.297,21915.998,52891.188,23080.025,72142.914,19853.406,86141.750,12946.795,98831.547,6798.434,84594.656
 1,283, 0,0,1,539551543,35.7, 33579.527,22023.480,52959.383,23289.004,71545.563,19722.193,86326.609,13013.735,98380.766,5709.248,83757.664
 1,284, 0,0,1,539552543,35.6, 33744.961,22056.523,52818.012,23376.816,72204.750,19824.088,86145.813,12735.396,98922.547,6748.419,84741.250
 1,285, 0,0,1,539553543,36.5, 33704.281,22062.486,52742.594,23285.240,71851.703,19538.088,86002.352,12962.460,99049.875,6301.916,84150.188
 1,286, 0,0,1,539554543,36.5, 33850.039,22205.553,52831.328,23303.162,72146.453,19425.602,86041.445,12942.768,98985.984,6250.287,84127.375
 1,287, 0,0,1,539555543,36.2, 33510.285,21729.395,52856.578,23391.154,71943.898,19661.746,85944.086,12820.460,99104.766,6493.005,84095.758
 1,288, 0,0,1,539556543,35.1, 33626.523,21916.912,52743.516,23183.826,72207.438,19557.645,86124.398,12674.572,99244.047,6450.608,83783.563
 1,289, 0,0,1,539557543,34.9, 33702.566,22127.451,52717.355,23392.129,72443.008,19846.441,86166.594,13095.644,99143.094,6284.018,84745.680
 1,290, 0,0,1,539558543,35.6, 33998.539,22224.406,52848.281,23143.529,72450.063,19833.449,86161.914,12859.102,98615.234,6341.668,84402.156
 1,291, 0,0,1,539559543,33.9, 34240.566,22066.049,52643.891,23232.814,72021.570,19626.271,86297.234,13193.062,99064.820,6365.821,84484.016
 1,292, 0,0,1,539560543,33.8, 34019.004,21667.879,52640.488,23420.064,71646.242,19668.730,86079.711,12932.856,98657.477,7101.304,84790.836
 1,293, 0,0,1,539561543,33.3, 33598.148,22090.748,52617.707,23613.896,72190.438,19410.051,85941.945,13297.852,98611.094,6097.761,84510.305
 1,294, 0,0,1,539562543,33.3, 33801.945,22022.906,52856.340,23146.873,72671.914,20821.281,85746.234,12685.254,99563.703,5724.538,84400.852
 1,295, 0,0,1,539563543,34.1, 33838.809,22035.865,52646.074,23454.594,72351.758,19826.957,86305.555,13101.580,98692.523,6484.324,84903.328
 1,296, 0,0,1,539564543,34.5, 33661.363,21727.922,52733.934,23522.650,71961.680,19835.441,85974.703,12807.281,98745.805,6909.752,84803.047
 1,297, 0,0,1,539565543,33.9, 34164.461,21872.605,52774.293,23182.414,72084.891,19563.773,86078.734,13031.216,97867.281,6632.421,84282.430
 1,298, 0,0,1,539566543,33.4, 33731.207,22132.396,52969.629,23500.775,71944.906,19429.291,86200.211,13186.733,100097.563,6466.088,84715.281
 1,299, 0,0,1,539567543,33.5, 33363.941,21817.523,53016.242,23298.715,71878.977,20129.830,86262.328,13029.524,98794.211,6079.585,84355.180
 1,300, 0,0,1,539568543,33.7, 33692.082,21927.000,52639.434,23340.307,71874.844,19937.859,86274.594,12578.172,98853.328,7016.342,84799.680
 1,301, 0,0,1,539569543,33.1, 33747.074,22399.637,52820.613,23272.996,72000.172,20045.352,86023.617,13147.461,99750.602,7209.937,86075.383
 1,302, 0,0,1,539570543,33.8, 33620.211,21766.811,52862.992,23342.111,72152.359,19952.002,85937.047,13248.076,97959.344,6285.466,84594.469
 1,303, 0,0,1,539571543,34.5, 33835.164,22271.641,52641.004,22900.680,72016.906,19836.160,86321.797,13082.802,99005.758,6421.683,84512.961
 1,304, 0,0,1,539572543,33.4, 33656.387,22259.600,52647.574,23203.906,72144.867,19763.082,86014.086,13192.813,99335.445,7331.053,85750.461
 1,305, 0,0,1,539573543,34.0, 33758.109,22092.484,52736.301,23281.398,72385.789,19765.105,86144.789,12813.223,98173.352,6496.068,84448.281
 1,306, 0,0,1,539574542,33.5, 33730.594,22090.664,52754.871,23258.715,72400.508,19684.039,86274.430,12816.824,98684.563,6618.171,84468.414
 1,307, 0,0,1,539575542,33.7, 33640.938,22115.727,52944.633,23392.256,72203.586,19684.191,86078.289,12927.839,99908.555,7169.935,85289.953
 1,308, 0,0,1,539576542,33.7, 33786.246,22153.672,52830.957,23255.953,72238.945,19683.830,85885.992,13002.495,98979.445,6193.175,84289.117
 1,309, 0,0,1,539577542,34.0, 33680.879,21966.900,52875.648,23310.768,71996.953,19650.482,86370.625,12689.039,98878.406,6424.695,84041.883
 1,310, 0,0,1,539578542,33.9, 33700.434,22046.375,52833.422,23346.246,72158.258,19574.484,85956.258,12760.867,98368.414,6439.646,84167.617
 1,311, 0,0,1,539579542,34.3, 33622.785,21902.973,52845.137,23250.564,72012.063,19897.303,85976.195,13187.583,99058.055,6341.010,84579.438
 1,312, 0,0,1,539580542,34.5, 33681.590,22039.879,52571.574,23253.354,71799.945,19691.316,86064.781,13150.281,99741.508,5906.359,84041.188
 1,313, 0,0,1,539581542,34.3, 33559.355,22225.242,52893.875,23466.787,72448.984,19772.908,86469.875,13180.853,98903.273,7012.294,85658.086
 1,314, 0,0,1,539582542,34.2, 33657.977,21798.146,52989.547,23285.600,72344.289,19734.844,85791.453,12833.970,98796.602,5996.705,83649.266
 1,315, 0,0,1,539583542,34.3, 33710.414,22469.047,52782.641,23201.270,72317.258,19434.873,86285.758,12756.063,99645.875,5703.339,83564.586
 1,316, 0,0,1,539584542,34.2, 33581.414,22110.430,52801.449,23330.375,72030.344,19692.135,86071.539,12972.046,98821.945,5851.307,83956.289
 1,317, 0,0,1,539585542,33.9, 33741.559,21955.838,52988.965,23452.934,72449.430,19550.613,86236.969,13051.076,99141.430,5483.504,83493.969
 1,318, 0,0,1,539586542,33.7, 33777.926,22134.510,52891.727,23241.881,72331.055,19927.707,85925.852,12947.981,98402.305,6524.650,84776.727
 1,319, 0,0,1,539587542,33.5, 33605.148,22062.299,52960.625,23347.480,72216.461,19975.816,86084.664,12776.283,99166.602,6139.874,84301.758
 1,320, 0,0,1,539588542,33.1, 33853.363,22099.004,52628.582,23342.443,73018.977,19400.654,86817.602,13506.150,98553.008,6527.431,84875.680
 1,321, 0,0,1,539589542,33.1, 33714.047,21957.215,52687.980,23317.609,71931.359,19323.402,86107.461,13213.083,99376.727,5970.559,83781.875
 1,322, 0,0,1,539590542,33.8, 33535.938,21531.098,52944.426,23231.496,71884.820,19455.533,86122.227,13103.791,99886.781,7346.531,84668.445
 1,323, 0,0,1,539591542,33.9, 33844.082,22096.346,52776.141,23079.057,72057.086,19752.969,85888.023,12850.071,99069.422,6883.140,84661.586
 1,324, 0,0,1,539592542,33.2, 33978.277,21838.563,52833.262,23265.029,72435.266,19544.869,86393.047,12661.541,99667.750,6736.075,84046.078
 1,325, 0,0,1,539593542,33.0, 33763.367,21959.510,52834.941,23432.678,71856.484,19815.100,86016.617,13008.645,98906.406,6704.282,84920.219
 1,326, 0,0,1,539594542,33.7, 33294.203,21754.420,52901.188,23287.398,72706.141,19334.668,86104.656,12956.426,99088.422,6678.586,84011.500
 1,327, 0,0,1,539595542,34.1, 33582.313,21741.625,52788.898,23444.074,72280.992,19650.953,85951.867,12907.630,99199.781,7660.177,85404.461
 1,328, 0,0,1,539596542,34.2, 33760.500,22202.543,52695.129,23044.752,72088.703,19510.660,86354.695,12902.238,98037.469,6063.453,83723.648
 1,329, 0,0,1,539597542,33.3, 33372.938,22131.334,52797.730,23181.188,71932.156,19684.625,86142.477,12875.688,99101.031,6845.887,84718.719
 1,330, 0,0,1,539598542,32.6, 33850.727,22246.396,52785.922,23182.311,72212.117,19714.396,86205.109,12776.667,98965.633,6217.028,84136.797
 1,331, 0,0,1,539599542,32.5, 33846.016,22202.984,52940.941,23261.275,72362.930,19572.789,85939.625,13095.199,98647.438,6983.827,85116.078
 1,332, 0,0,1,539600542,32.8, 34035.242,22274.557,52700.879,23290.568,72456.844,19994.846,86229.891,12824.871,99104.945,6653.418,85038.266
 1,333, 0,0,1,539601542,33.0, 33441.055,22207.762,52807.578,23505.602,71684.875,19314.225,85555.688,13033.551,99337.039,5887.997,83949.141
 1,334, 0,0,1,539602542,32.4, 33763.898,22197.371,52782.273,23069.156,72724.398,19414.154,86195.766,12807.630,98904.102,6291.424,83779.734
 1,335, 0,0,1,539603542,32.5, 33718.383,21733.725,52642.141,23321.564,71960.563,19522.273,86037.961,12921.254,100035.977,6655.308,84154.117
 1,336, 0,0,1,539604542,32.1, 34038.313,22344.117,52705.406,23380.764,72210.266,19741.500,86030.195,13045.076,98894.609,6393.428,84904.891
 1,337, 0,0,1,539605542,32.9, 33625.387,22314.238,52689.059,23218.432,72390.445,19527.314,85982.477,13355.614,99410.641,6374.386,84789.984
 1,338, 0,0,1,539606542,32.5, 34258.840,22159.621,52854.813,23362.797,72117.797,19492.746,85767.414,12835.630,98819.281,6682.222,84533.016
 1,339, 0,0,1,539607542,32.7, 33931.273,22004.752,52891.496,23234.643,72304.273,19764.361,85868.602,13204.252,98383.719,5274.342,83482.352
 1,340, 0,0,1,539608542,33.0, 33584.371,22178.525,52523.523,23092.676,72285.719,19341.359,86331.992,13058.648,99081.156,6720.701,84391.914
 1,341, 0,0,1,539609542,33.6, 33667.285,22314.439,52726.688,23099.609,72308.047,19743.514,86208.430,13066.133,99014.883,6052.772,84276.469
 1,342, 0,0,1,539610542,33.9, 33638.012,21831.061,52867.137,23141.752,71857.867,19740.936,86221.352,13210.044,98810.547,5791.547,83715.344
 1,343, 0,0,1,539611542,33.7, 34010.824,22308.320,52647.891,23210.680,71918.438,19634.705,86146.586,12677.248,98615.172,4732.820,82563.773
 1,344, 0,0,1,539612542,34.0, 33729.941,22159.262,52637.586,23312.525,72179.305,19733.184,86037.633,12719.200,99792.211,6514.416,84438.586
 1,345, 0,0,1,539613542,34.1, 33513.023,22018.494,52740.203,23089.611,71738.680,19689.695,86039.750,12979.864,98392.586,6212.635,83990.297
 1,346, 0,0,1,539614542,33.7, 33531.773,22141.859,52682.133,23364.537,72066.617,19701.299,86201.414,12732.232,99843.398,6778.735,84718.664
 1,347, 0,0,1,539615542,34.2, 33716.430,21883.643,52748.723,23402.607,71933.406,19823.834,86527.070,13024.482,99317.953,7019.589,85154.156
 1,348, 0,0,1,539616542,33.6, 33658.258,21943.430,52796.793,22997.934,72190.242,19983.729,86321.023,12779.437,99665.680,6985.224,84689.758
 1,349, 0,0,1,539617542,33.8, 33550.922,21797.895,52714.434,23251.568,72156.859,19526.678,86019.555,12941.813,99080.023,5607.738,83125.688
 1,350, 0,0,1,539618542,34.1, 33591.668,22174.412,52944.523,23471.885,72449.195,19660.674,86406.086,12814.020,99182.063,6707.722,84828.703
 1,351, 0,0,1,539619542,34.2, 33740.879,21874.113,53040.652,23397.145,72203.133,19603.648,86067.430,12794.971,98227.375,6405.886,84075.758
 1,352, 0,0,1,539620542,34.4, 33439.270,21644.492,52464.355,23472.250,72090.133,19280.578,85880.859,12949.188,99145.063,6308.219,83654.727
 1,353, 0,0,1,539621542,35.1, 33779.402,22179.461,52939.512,23146.922,71725.422,19753.518,85901.820,12875.860,100081.211,6934.106,84889.867
 1,354, 0,0,1,539622542,34.5, 33609.898,21893.158,52698.168,23433.992,72102.516,19856.113,85721.273,12776.209,98761.000,6926.230,84885.703
