;recorded by GEM.dll
Line,Sample,Mark,Status,GPSStat,Time[ms],PowerLn1,I1_450Hz,Q1_450Hz,I1_1530Hz,Q1_1530Hz,I1_5310Hz,Q1_5310Hz,I1_18330Hz,Q1_18330Hz,I1_63030Hz,Q1_63030Hz,Q1_SumC
 1,355, 0,0,1,539623542,34.3, 33480.988,22441.287,52809.164,23319.697,72423.844,19960.242,86199.055,12989.902,98276.359,6408.543,85119.672
 1,356, 0,0,1,539624542,34.0, 33682.512,21973.041,52902.707,23414.891,72175.352,19556.453,86194.891,12887.629,98969.414,6406.662,84238.680
 1,357, 0,0,1,539625542,33.4, 33508.844,22338.379,52758.539,23215.453,72066.055,19460.215,86136.461,12929.104,99243.609,6671.146,84614.297
 1,358, 0,0,1,539626542,33.1, 33748.664,22224.596,52739.117,23422.563,72049.500,19320.441,86309.031,12975.554,98057.055,6316.195,84259.344
 1,359, 0,0,1,539627542,33.2, 33744.773,22117.732,53010.285,23162.908,71845.977,19615.309,85850.156,13087.955,98825.656,6253.653,84237.563
 1,360, 0,0,1,539628542,32.7, 33642.973,21923.998,52805.703,23456.035,72071.023,19576.607,85854.055,12905.795,99112.305,6688.858,84551.297
 1,361, 0,0,1,539629542,33.1, 33617.348,21917.660,52691.762,23282.100,71551.844,19137.207,85950.648,12929.803,98935.172,6492.502,83759.266
 1,362, 0,0,1,539630542,33.5, 33648.336,22136.340,52901.012,23263.096,72249.766,19834.223,86314.297,12827.406,99143.477,6798.036,84859.102
 1,363, 0,0,1,539631542,33.7, 33698.477,22002.811,52698.570,23411.980,72248.227,19730.115,86286.938,13080.239,98941.094,6644.469,84869.617
 1,364, 0,0,1,539632542,33.4, 33568.797,22265.674,53106.543,23484.273,71970.125,19766.703,86139.438,13028.387,99057.914,6352.387,84897.422
 1,365, 0,0,1,539633542,33.2, 33624.422,22099.439,52906.789,23409.414,71573.945,19693.313,85866.805,12763.783,99063.477,5566.157,83532.102
 1,366, 0,0,1,539634542,33.1, 33703.961,22016.320,52810.672,23274.939,72052.625,19537.844,85933.492,13041.426,98579.984,5819.401,83689.930
 1,367, 0,0,1,539635542,32.3, 33728.875,22203.930,52917.090,23544.762,72015.609,19247.705,86055.313,13181.429,98153.664,6612.398,84790.227
 1,368, 0,0,1,539636542,31.9, 33564.824,22041.021,52751.676,23294.102,71948.914,19434.822,85970.945,12922.879,99101.531,5746.566,83439.391
 1,369, 0,0,1,539637542,32.2, 33401.398,22179.508,52794.238,23392.320,72264.664,19895.432,85984.547,12957.612,98261.805,6426.177,84851.047
 1,370, 0,0,1,539638542,31.8, 33748.672,22258.598,52689.875,23283.807,71926.883,19506.311,86099.531,13346.048,98470.938,6758.045,85152.813
 1,371, 0,0,1,539639542,32.2, 33654.238,21959.723,52831.988,23497.811,71837.992,19970.111,86169.469,12794.490,98277.383,6444.956,84667.086
 1,372, 0,0,1,539640542,32.7, 33644.109,21861.398,52818.922,23056.676,71777.234,19901.277,85292.906,12565.589,98863.906,7055.022,84439.961
 1,373, 0,0,1,539641542,33.5, 33759.207,22045.244,52603.324,23315.842,71534.516,19718.570,86114.109,12861.221,98497.820,6730.881,84671.758
 1,374, 0,0,1,539642542,33.8, 33924.785,22289.125,53104.293,23306.016,72418.961,19538.518,86066.328,12896.623,98891.461,7008.406,85038.688
 1,375, 0,0,1,539643542,33.3, 33760.637,22264.518,52819.473,23173.090,72435.070,19866.844,86238.859,13069.058,99509.992,6218.209,84591.719
 1,376, 0,0,1,539644542,34.2, 33986.793,22002.443,52828.203,23342.180,72415.438,20067.643,86554.641,12997.354,98914.938,5964.140,84373.758
 1,377, 0,0,1,539645542,34.1, 33947.949,22122.740,52932.441,23350.213,72477.094,19154.045,86216.016,13044.232,98648.805,6438.321,84109.555
 1,378, 0,0,1,539646542,34.2, 33547.145,22034.359,52876.258,23201.814,72411.703,20109.738,86171.781,13135.731,98355.516,6453.804,84935.445
 1,379, 0,0,1,539647542,32.9, 33708.207,21740.172,52811.141,23444.525,71976.727,19788.764,86071.609,12896.523,99514.773,5914.889,83784.875
 1,380, 0,0,1,539648542,33.4, 33403.773,22367.168,52696.793,23122.717,71946.813,19446.518,86170.742,12851.005,98553.938,7102.671,84890.078
 1,381, 0,0,1,539649542,36.4, 33857.434,22131.645,52814.035,23323.920,72594.219,18792.197,85505.633,13633.180,100441.148,5460.489,83341.430
 1,382, 0,0,1,539650543,37.9, 33233.168,22125.379,53168.375,23347.227,72249.898,19557.326,86159.844,12860.473,98647.430,5967.168,83857.578
 1,383, 0,0,1,539651543,35.0, 33516.996,22102.945,53084.867,23145.611,71997.703,19305.682,86088.672,12826.174,98165.469,5729.979,83110.383
 1,384, 0,0,1,539652543,32.3, 33544.863,21952.947,52763.320,23255.551,72397.141,19476.805,86002.555,13049.761,99462.977,6920.494,84655.555
 1,385, 0,0,1,539653543,33.7, 33612.203,22188.559,52878.887,23287.197,71738.492,19692.131,86031.727,12770.932,99061.156,6605.299,84544.117
 1,386, 0,0,1,539654543,33.8, 33911.777,22124.684,52859.512,23389.707,72397.258,19592.635,85521.328,12879.515,98880.195,6509.709,84496.250
 1,387, 0,0,1,539655543,33.3, 33799.000,22424.566,52650.953,23175.492,72687.133,19778.842,86178.109,12891.984,100330.188,5798.765,84069.648
 1,388, 0,0,1,539656543,33.8, 33840.469,22175.633,52648.375,23289.197,72156.609,19659.779,86117.016,13045.148,98959.461,6091.285,84261.047
 1,389, 0,0,1,539657543,33.3, 33726.434,22070.320,52726.754,23214.740,71928.148,19663.281,85917.438,12980.138,99224.813,6724.009,84652.492
 1,390, 0,0,1,539658543,33.8, 33610.570,22179.434,52836.594,23394.977,71999.258,19788.596,86026.195,12986.272,98653.070,5590.227,83939.508
 1,391, 0,0,1,539659543,33.9, 33589.555,22217.609,52794.027,23178.627,72451.234,19828.883,86193.711,12903.592,99214.539,7616.199,85744.906
 1,392, 0,0,1,539660543,33.9, 33757.945,22084.611,52982.645,23281.682,71774.930,19567.367,86105.164,12925.286,99727.523,6703.204,84562.148
 1,393, 0,0,1,539661543,33.3, 33635.523,22106.293,52872.695,23237.217,71724.641,19729.400,86094.742,12852.087,98901.516,6057.275,83982.266
 1,394, 0,0,1,539662543,33.0, 33672.375,22082.049,52874.078,23247.016,72264.508,19582.314,85899.742,12924.908,98726.789,6139.069,83975.352
 1,395, 0,0,1,539663543,33.4, 33706.965,22189.176,52767.711,23314.426,71869.203,19743.664,86089.570,13084.314,99416.469,5728.729,84060.305
 1,396, 0,0,1,539664543,32.8, 33827.461,22011.627,52770.426,23234.164,71966.305,19545.658,86478.906,13102.832,100069.055,6868.987,84763.266
 1,397, 0,0,1,539665543,32.9, 33702.402,22064.332,52782.363,23184.770,72221.961,19462.902,86140.297,13178.561,98386.898,5904.239,83794.805
 1,398, 0,0,1,539666543,33.8, 33729.000,22087.221,52745.016,23248.398,71826.125,19508.842,86010.680,12903.740,98584.930,6922.615,84670.820
 1,399, 0,0,1,539667543,33.8, 34162.332,22361.789,52946.992,23180.029,72013.531,19687.854,86147.180,12890.597,99374.711,5347.117,83467.383
 1,400, 0,0,1,539668543,33.6, 33864.434,21965.557,52837.059,23169.102,72215.641,20061.143,86406.547,13226.323,99208.039,6704.206,85126.320
 1,401, 0,0,1,539669543,32.8, 33535.520,22250.238,52839.391,23147.162,71995.313,19585.803,86073.516,12904.509,98384.805,5871.417,83759.125
 1,402, 0,0,1,539670543,33.8, 33282.344,22201.488,52857.570,23243.734,71742.195,19690.920,85990.609,13091.089,99084.023,5526.183,83753.406
 1,403, 0,0,1,539671543,34.9, 33370.844,21954.170,52771.398,23174.354,71974.180,19674.682,86218.219,12846.759,98352.438,6868.689,84518.648
 1,404, 0,0,1,539672543,34.8, 33749.367,22229.502,52933.391,23184.303,71793.516,19525.559,86225.914,13047.282,99867.125,6321.473,84308.125
 1,405, 0,0,1,539673543,33.6, 33679.234,22102.705,53038.145,23222.357,71984.766,19460.711,86348.242,12981.636,98255.445,6215.090,83982.500
 1,406, 0,0,1,539674543,34.1, 33507.648,22225.785,52826.313,23277.043,72434.734,19484.459,87021.078,12693.234,100427.664,6420.432,84100.953
 1,407, 0,0,1,539675543,39.2, 33730.473,22011.102,52855.688,23310.908,72203.453,19732.482,86029.570,13143.142,98464.383,6931.444,85129.078
 1,408, 0,0,1,539676543,42.2, 33516.512,22089.449,52948.445,23233.137,72278.813,19145.084,86074.383,13152.638,99031.781,7168.162,84788.477
 1,409, 0,0,1,539677543,37.3, 33484.363,22284.324,52801.934,23276.545,72498.414,19745.975,86126.906,12906.372,98839.906,6676.514,84889.734
 1,410, 0,0,1,539678543,35.1, 33649.164,22192.736,52790.074,23223.270,71778.922,19818.096,85769.836,13077.595,99289.320,6204.026,84515.719
 1,411, 0,0,1,539679543,34.5, 33662.109,22142.945,52917.664,23226.205,71783.703,19675.014,86052.953,12895.162,99415.930,6368.378,84307.703
